Date,MMM,AAPL,CAT,MMM,AAPL,CAT,MMM
2014-05-15,140.98,85.36,104.99,140.98,85.36,104.99,140.98
2014-05-16,141.13,86.37,106.03,141.13,86.37,106.03,141.13
2014-05-19,141.67,86.39,105.39,141.67,86.39,105.39,141.67
2014-05-20,140.23,86.62,101.56,140.23,86.62,101.56,140.23
2014-05-21,140.66,86.75,102.88,140.66,86.75,102.88,140.66
2014-05-22,140.31,87.73,103.08,140.31,87.73,103.08,140.31
2014-05-23,141.14,89.38,104.03,141.14,89.38,104.03,141.14
2014-05-27,141.44,89.14,103.68,141.44,89.14,103.68,141.44
2014-05-28,141.43,90.77,102.91,141.43,90.77,102.91,141.43
2014-05-29,142.39,90.43,103.6,142.39,90.43,103.6,142.39
2014-05-30,142.55,89.81,102.23,142.55,89.81,102.23,142.55
2014-06-02,142.32,91.08,103.76,142.32,91.08,103.76,142.32
2014-06-03,142.89,92.12,104.49,142.89,92.12,104.49,142.89
2014-06-04,142.26,92.48,104.31,142.26,92.48,104.31,142.26
2014-06-05,143.71,92.22,106.96,143.71,92.22,106.96,143.71
2014-06-06,144.64,93.7,108.18,144.64,93.7,108.18,144.64
2014-06-09,145.32,94.25,108.75,145.32,94.25,108.75,145.32
2014-06-10,144.97,93.86,109.31,144.97,93.86,109.31,144.97
2014-06-11,144.41,92.29,108.69,144.41,92.29,108.69,144.41
2014-06-12,143.07,91.28,106.65,143.07,91.28,106.65,143.07
2014-06-13,143.36,92.2,106.77,143.36,92.2,106.77,143.36
2014-06-16,143.32,92.08,106.81,143.32,92.08,106.81,143.32
2014-06-17,143.69,92.18,106.67,143.69,92.18,106.67,143.69
2014-06-18,144.33,91.86,107.48,144.33,91.86,107.48,144.33
2014-06-19,144.49,90.91,107.25,144.49,90.91,107.25,144.49
2014-06-20,145.16,90.83,109.38,145.16,90.83,109.38,145.16
2014-06-23,144.09,90.28,108.78,144.09,90.28,108.78,144.09
2014-06-24,143.09,90.36,107.81,143.09,90.36,107.81,143.09
2014-06-25,143.65,90.9,108.44,143.65,90.9,108.44,143.65
2014-06-26,143.73,91.98,108.52,143.73,91.98,108.52,143.73
2014-06-27,143.69,92.93,108.78,143.69,92.93,108.78,143.69
2014-06-30,143.24,93.52,108.67,143.24,93.52,108.67,143.24
2014-07-01,144.56,93.48,109.17,144.56,93.48,109.17,144.56
2014-07-02,145.23,94.03,109.56,145.23,94.03,109.56,145.23
2014-07-03,145.41,95.97,111.08,145.41,95.97,111.08,145.41
2014-07-07,144.91,95.35,110.16,144.91,95.35,110.16,144.91
2014-07-08,144.56,95.39,109.46,144.56,95.39,109.46,144.56
2014-07-09,144.68,95.04,110.14,144.68,95.04,110.14,144.68
2014-07-10,143.89,95.22,109.36,143.89,95.22,109.36,143.89
2014-07-11,144.31,96.45,109.96,144.31,96.45,109.96,144.31
2014-07-14,145,95.32,110.09,145,95.32,110.09,145
2014-07-15,145.06,94.78,109.85,145.06,94.78,109.85,145.06
2014-07-16,146.17,93.09,111.4,146.17,93.09,111.4,146.17
2014-07-17,143.54,94.43,109.07,143.54,94.43,109.07,143.54
2014-07-18,144.83,93.94,110.17,144.83,93.94,110.17,144.83
2014-07-21,144.3,94.72,110.23,144.3,94.72,110.23,144.3
2014-07-22,145.12,97.19,110.06,145.12,97.19,110.06,145.12
2014-07-23,144.68,97.03,108.38,144.68,97.03,108.38,144.68
2014-07-24,145.13,97.67,105.04,145.13,97.67,105.04,145.13
2014-07-25,145.12,99.02,104.85,145.12,99.02,104.85,145.12
2014-07-28,145.53,98.38,104.15,145.53,98.38,104.15,145.53
2014-07-29,144.02,98.15,104.69,144.02,98.15,104.69,144.02
2014-07-30,143.74,95.6,103.38,143.74,95.6,103.38,143.74
2014-07-31,140.89,96.13,100.75,140.89,96.13,100.75,140.89
2014-08-01,140.11,95.59,100.52,140.11,95.59,100.52,140.11
2014-08-04,140.75,95.12,101.81,140.75,95.12,101.81,140.75
2014-08-05,139.78,94.96,101.5,139.78,94.96,101.5,139.78
2014-08-06,139.55,94.48,101.49,139.55,94.48,101.49,139.55
2014-08-07,139.13,94.74,101.94,139.13,94.74,101.94,139.13
2014-08-08,140.85,95.99,103.28,140.85,95.99,103.28,140.85
2014-08-11,140.58,95.97,104.5,140.58,95.97,104.5,140.58
2014-08-12,140.88,97.24,104.33,140.88,97.24,104.33,140.88
2014-08-13,141.8,97.5,105.16,141.8,97.5,105.16,141.8
2014-08-14,142.34,97.98,105.66,142.34,97.98,105.66,142.34
2014-08-15,141.92,99.16,105.74,141.92,99.16,105.74,141.92
2014-08-18,144.12,100.53,106.98,144.12,100.53,106.98,144.12
2014-08-19,144.25,100.57,107.3,144.25,100.57,107.3,144.25
2014-08-20,144.6,100.58,107.7,144.6,100.58,107.7,144.6
2014-08-21,144.5,101.32,107.97,144.5,101.32,107.97,144.5
2014-08-22,144.13,101.54,107.31,144.13,101.54,107.31,144.13
2014-08-25,144.7,100.89,107.97,144.7,100.89,107.97,144.7
2014-08-26,144.6,102.13,108.06,144.6,102.13,108.06,144.6
2014-08-27,143.94,102.25,108.55,143.94,102.25,108.55,143.94
2014-08-28,143.98,102.5,108.65,143.98,102.5,108.65,143.98
2014-08-29,144,103.3,109.07,144,103.3,109.07,144
2014-09-02,144.22,98.94,108.92,144.22,98.94,108.92,144.22
2014-09-03,143.82,98.12,108.46,143.82,98.12,108.46,143.82
2014-09-04,143.61,98.97,108.82,143.61,98.97,108.82,143.61
2014-09-05,144.2,98.36,108.54,144.2,98.36,108.54,144.2
2014-09-08,144.89,97.99,107.91,144.89,97.99,107.91,144.89
2014-09-09,144.46,101,107.4,144.46,101,107.4,144.46
2014-09-10,144.64,101.43,105.93,144.64,101.43,105.93,144.64
2014-09-11,144.35,101.66,105.59,144.35,101.66,105.59,144.35
2014-09-12,143.94,101.63,105.02,143.94,101.63,105.02,143.94
2014-09-15,144.48,100.86,104.86,144.48,100.86,104.86,144.48
2014-09-16,144.85,101.58,104.86,144.85,101.58,104.86,144.85
2014-09-17,145.37,101.79,103.99,145.37,101.79,103.99,145.37
2014-09-18,146.84,100.96,104.34,146.84,100.96,104.34,146.84
2014-09-19,146.69,101.06,102.51,146.69,101.06,102.51,146.69
2014-09-22,145.71,102.64,100.9,145.71,102.64,100.9,145.71
2014-09-23,144.37,101.75,99.99,144.37,101.75,99.99,144.37
2014-09-24,144.88,97.87,101.2,144.88,97.87,101.2,144.88
2014-09-25,142.48,100.75,99.51,142.48,100.75,99.51,142.48
2014-09-26,142.42,100.11,100.38,142.42,100.11,100.38,142.42
2014-09-29,142.19,100.75,99.83,142.19,100.75,99.83,142.19
2014-09-30,141.68,99.18,99.03,141.68,99.18,99.03,141.68
2014-10-01,139.18,99.9,97.61,139.18,99.9,97.61,139.18
2014-10-02,138.67,99.62,97.41,138.67,99.62,97.41,138.67
2014-10-03,140.17,99.62,97.39,140.17,99.62,97.39,140.17
2014-10-06,140.34,98.75,98,140.34,98.75,98,140.34
2014-10-07,137.68,100.8,94.7,137.68,100.8,94.7,137.68
2014-10-08,141.41,101.02,96.65,141.41,101.02,96.65,141.41
2014-10-09,138.64,100.73,93.5,138.64,100.73,93.5,138.64
2014-10-10,133.83,99.81,93.13,133.83,99.81,93.13,133.83
2014-10-13,132.9,98.75,91.68,132.9,98.75,91.68,132.9
2014-10-14,134.18,97.54,92.8,134.18,97.54,92.8,134.18
2014-10-15,134.22,96.26,92.59,134.22,96.26,92.59,134.22
2014-10-16,135.05,97.67,93.24,135.05,97.67,93.24,135.05
2014-10-17,137.4,99.76,95.05,137.4,99.76,95.05,137.4
2014-10-20,137.6,102.47,94.03,137.6,102.47,94.03,137.6
2014-10-21,140.93,102.99,95.89,140.93,102.99,95.89,140.93
2014-10-22,138.95,104.83,94.57,138.95,104.83,94.57,138.95
2014-10-23,145.05,105.22,99.27,145.05,105.22,99.27,145.05
2014-10-24,148.59,105.11,99.44,148.59,105.11,99.44,148.59
2014-10-27,149.56,106.74,98.54,149.56,106.74,98.54,149.56
2014-10-28,151.06,107.34,101.16,151.06,107.34,101.16,151.06
2014-10-29,151.01,106.98,100.19,151.01,106.98,100.19,151.01
2014-10-30,152.1,108,100.16,152.1,108,100.16,152.1
2014-10-31,153.77,109.4,101.41,153.77,109.4,101.41,153.77
2014-11-03,153.3,108.6,100.22,153.3,108.6,100.22,153.3
2014-11-04,155.05,108.86,98.61,155.05,108.86,98.61,155.05
2014-11-05,155.69,108.7,99.41,155.69,108.7,99.41,155.69
2014-11-06,156.05,109.01,100.91,156.05,109.01,100.91,156.05
2014-11-07,156.55,108.83,101.76,156.55,108.83,101.76,156.55
2014-11-10,157.66,109.7,102.21,157.66,109.7,102.21,157.66
2014-11-11,157.11,111.25,102.53,157.11,111.25,102.53,157.11
2014-11-12,157.68,112.82,102.99,157.68,112.82,102.99,157.68
2014-11-13,158.35,114.18,101.11,158.35,114.18,101.11,158.35
2014-11-14,158.85,113.99,101.34,158.85,113.99,101.34,158.85
2014-11-17,158.69,115.47,101.7,158.69,115.47,101.7,158.69
2014-11-18,160.15,114.67,102.04,160.15,114.67,102.04,160.15
2014-11-19,158.83,116.31,101.3,158.83,116.31,101.3,158.83
2014-11-20,159.36,116.47,102.09,159.36,116.47,102.09,159.36
2014-11-21,160.16,118.62,106.45,160.16,118.62,106.45,160.16
2014-11-24,159.88,117.6,105.96,159.88,117.6,105.96,159.88
2014-11-25,158.06,119,106.24,158.06,119,106.24,158.06
2014-11-26,158.31,118.93,105.79,158.31,118.93,105.79,158.31
2014-11-28,160.09,115.07,100.6,160.09,115.07,100.6,160.09
2014-12-01,158.16,114.63,99,158.16,114.63,99,158.16
2014-12-02,160.6,115.93,99.51,160.6,115.93,99.51,160.6
2014-12-03,162.26,115.49,100.18,162.26,115.49,100.18,162.26
2014-12-04,162.26,115,99.67,162.26,115,99.67,162.26
2014-12-05,162.27,112.4,98.78,162.27,112.4,98.78,162.27
2014-12-08,160.93,114.12,95.25,160.93,114.12,95.25,160.93
2014-12-09,160.83,111.95,95.45,160.83,111.95,95.45,160.83
2014-12-10,158.24,111.62,93.02,158.24,111.62,93.02,158.24
2014-12-11,159.15,109.73,92.69,159.15,109.73,92.69,159.15
2014-12-12,157.12,108.22,90.5,157.12,108.22,90.5,157.12
2014-12-15,156.85,106.74,89.75,156.85,106.74,89.75,156.85
2014-12-16,159.05,109.41,89.34,159.05,109.41,89.34,159.05
2014-12-17,160.6,112.65,89.75,160.6,112.65,89.75,160.6
2014-12-18,165.3,111.78,91.69,165.3,111.78,91.69,165.3
2014-12-19,165.48,112.94,91.71,165.48,112.94,91.71,165.48
2014-12-22,167.27,112.54,92.32,167.27,112.54,92.32,167.27
2014-12-23,166.87,112.01,93.5,166.87,112.01,93.5,166.87
2014-12-24,166.96,113.99,93.72,166.96,113.99,93.72,166.96
2014-12-26,166.26,113.91,94.23,166.26,113.91,94.23,166.26
2014-12-29,166.71,112.52,93.71,166.71,112.52,93.71,166.71
2014-12-30,165.84,110.38,92.59,165.84,110.38,92.59,165.84
2014-12-31,164.32,109.33,91.53,164.32,109.33,91.53,164.32
2015-01-02,164.06,106.25,91.88,164.06,106.25,91.88,164.06
2015-01-05,160.36,106.26,87.03,160.36,106.26,87.03,160.36
2015-01-06,158.65,107.75,86.47,158.65,107.75,86.47,158.65
2015-01-07,159.8,111.89,87.81,159.8,111.89,87.81,159.8
2015-01-08,163.63,112.01,88.71,163.63,112.01,88.71,163.63
2015-01-09,161.62,109.25,87.65,161.62,109.25,87.65,161.62
2015-01-12,160.74,110.22,86.89,160.74,110.22,86.89,160.74
2015-01-13,160.62,109.8,86.37,160.62,109.8,86.37,160.62
2015-01-14,159.84,106.82,86.07,159.84,106.82,86.07,159.84
2015-01-15,159.66,105.99,84.32,159.66,105.99,84.32,159.66
2015-01-16,162,108.72,83.86,162,108.72,83.86,162
2015-01-20,161.94,109.55,83.97,161.94,109.55,83.97,161.94
2015-01-21,162.54,112.4,85.37,162.54,112.4,85.37,162.54
2015-01-22,165.89,112.98,86.82,165.89,112.98,86.82,165.89
2015-01-23,164.02,113.1,85.61,164.02,113.1,85.61,164.02
2015-01-26,164.24,109.14,86.03,164.24,109.14,86.03,164.24
2015-01-27,163.63,115.31,79.85,163.63,115.31,79.85,163.63
2015-01-28,163.94,118.9,80.01,163.94,118.9,80.01,163.94
2015-01-29,166.13,117.16,80,166.13,117.16,80,166.13
2015-01-30,162.3,118.63,79.97,162.3,118.63,79.97,162.3
2015-02-02,164.42,118.65,80.84,164.42,118.65,80.84,164.42
2015-02-03,165.94,119.56,83.92,165.94,119.56,83.92,165.94
2015-02-04,164.81,119.94,81.95,164.81,119.94,81.95,164.81
2015-02-05,166.55,118.93,83.57,166.55,118.93,83.57,166.55
2015-02-06,166.07,119.72,83.21,166.07,119.72,83.21,166.07
2015-02-09,164.84,122.02,84.67,164.84,122.02,84.67,164.84
2015-02-10,165.82,124.88,83.9,165.82,124.88,83.9,165.82
2015-02-11,164.48,126.46,83.41,164.48,126.46,83.41,164.48
2015-02-12,165.91,127.08,83.53,165.91,127.08,83.53,165.91
2015-02-13,165.94,127.83,85.13,165.94,127.83,85.13,165.94
2015-02-17,166.92,128.72,85.38,166.92,128.72,85.38,166.92
2015-02-18,167.4,128.45,84.8,167.4,128.45,84.8,167.4
2015-02-19,167.09,129.5,83.3,167.09,129.5,83.3,167.09
2015-02-20,168.12,133,84.44,168.12,133,84.44,168.12
2015-02-23,168.81,132.17,83.49,168.81,132.17,83.49,168.81
2015-02-24,169.12,128.79,84.5,169.12,128.79,84.5,169.12
2015-02-25,168.89,130.42,85.15,168.89,130.42,85.15,168.89
2015-02-26,169.61,128.46,83.8,169.61,128.46,83.8,169.61
2015-02-27,168.65,129.09,82.9,168.65,129.09,82.9,168.65
2015-03-02,170.5,129.36,83,170.5,129.36,83,170.5
2015-03-03,168.27,128.54,82.84,168.27,128.54,82.84,168.27
2015-03-04,167.16,126.41,81.73,167.16,126.41,81.73,167.16
2015-03-05,167.57,126.6,81.51,167.57,126.6,81.51,167.57
2015-03-06,164.36,127.14,80.06,164.36,127.14,80.06,164.36
2015-03-09,166.37,124.51,80.81,166.37,124.51,80.81,166.37
2015-03-10,162.26,122.24,79.91,162.26,122.24,79.91,162.26
2015-03-11,161.73,124.45,79.7,161.73,124.45,79.7,161.73
2015-03-12,164.47,123.59,80.19,164.47,123.59,80.19,164.47
2015-03-13,162.74,124.95,79.23,162.74,124.95,79.23,162.74
2015-03-16,166.21,127.04,79.97,166.21,127.04,79.97,166.21
2015-03-17,164.23,128.47,78.45,164.23,128.47,78.45,164.23
2015-03-18,166.47,127.5,81.33,166.47,127.5,81.33,166.47
2015-03-19,165.66,125.9,80.09,165.66,125.9,80.09,165.66
2015-03-20,166.49,127.21,81.19,166.49,127.21,81.19,166.49
2015-03-23,166.13,126.69,81.09,166.13,126.69,81.09,166.13
2015-03-24,166.32,123.38,80.48,166.32,123.38,80.48,166.32
2015-03-25,162.7,124.24,79.86,162.7,124.24,79.86,162.7
2015-03-26,162.59,123.25,79.88,162.59,123.25,79.88,162.59
2015-03-27,163.5,126.37,79.67,163.5,126.37,79.67,163.5
2015-03-30,166.05,124.43,81.37,166.05,124.43,81.37,166.05
2015-03-31,164.95,124.25,80.03,164.95,124.25,80.03,164.95
2015-04-01,162.52,125.32,79.64,162.52,125.32,79.64,162.52
2015-04-02,162.8,127.35,80.24,162.8,127.35,80.24,162.8
2015-04-06,165.48,126.01,81.49,165.48,126.01,81.49,165.48
2015-04-07,166.21,125.6,80.54,166.21,125.6,80.54,166.21
2015-04-08,166.27,126.56,80.44,166.27,126.56,80.44,166.27
2015-04-09,166.79,127.1,80.68,166.79,127.1,80.68,166.79
2015-04-10,167.07,126.85,82.6,167.07,126.85,82.6,167.07
2015-04-13,165.84,126.3,82.14,165.84,126.3,82.14,165.84
2015-04-14,165.99,126.78,83,165.99,126.78,83,165.99
2015-04-15,166.44,126.17,85.16,166.44,126.17,85.16,166.44
2015-04-16,165.89,124.75,84.34,165.89,124.75,84.34,165.89
2015-04-17,161.71,127.6,83.28,161.71,127.6,83.28,161.71
2015-04-20,164.51,126.91,84.6,164.51,126.91,84.6,164.51
2015-04-21,164,128.62,83.92,164,128.62,83.92,164
2015-04-22,164.67,129.67,84.87,164.67,129.67,84.87,164.67
2015-04-23,159.66,130.28,84.79,159.66,130.28,84.79,159.66
2015-04-24,158.99,132.65,84.6,158.99,132.65,84.6,158.99
2015-04-27,157.98,130.56,85.33,157.98,130.56,85.33,157.98
2015-04-28,158.33,128.64,86.2,158.33,128.64,86.2,158.33
2015-04-29,156.97,125.15,87.5,156.97,125.15,87.5,156.97
2015-04-30,156.39,128.95,86.88,156.39,128.95,86.88,156.39
2015-05-01,157.68,128.7,87.37,157.68,128.7,87.37,157.68
2015-05-04,159.02,125.8,87.3,159.02,125.8,87.3,159.02
2015-05-05,157.91,125.01,87,157.91,125.01,87,157.91
2015-05-06,157.64,125.26,86.99,157.64,125.26,86.99,157.64
2015-05-07,158.61,127.62,86.43,158.61,127.62,86.43,158.61
2015-05-08,160.6,126.32,87.31,160.6,126.32,87.31,160.6
2015-05-11,159.9,125.86,88.77,159.9,125.86,88.77,159.9
2015-05-12,160.07,126.01,88.16,160.07,126.01,88.16,160.07
2015-05-13,161.31,128.95,88.44,161.31,128.95,88.44,161.31
2015-05-14,163.15,128.77,88.74,163.15,128.77,88.74,163.15
2015-05-15,163.3,130.19,88.43,163.3,130.19,88.43,163.3
2015-05-18,162.87,130.07,88.29,162.87,130.07,88.29,162.87
2015-05-19,163.12,130.06,87.24,163.12,130.06,87.24,163.12
2015-05-20,161.9,131.39,87.93,161.9,131.39,87.93,161.9
2015-05-21,162.06,132.54,89.33,162.06,132.54,89.33,162.06
2015-05-22,160.98,129.62,88.63,160.98,129.62,88.63,160.98
2015-05-26,159.59,132.04,87.84,159.59,132.04,87.84,159.59
2015-05-27,161.02,131.78,87.92,161.02,131.78,87.92,161.02
2015-05-28,160.87,130.28,86.01,160.87,130.28,86.01,160.87
2015-05-29,159.08,130.54,85.32,159.08,130.54,85.32,159.08
2015-06-01,158.98,129.96,85.53,158.98,129.96,85.53,158.98
2015-06-02,159.08,130.12,86.17,159.08,130.12,86.17,159.08
2015-06-03,160.16,129.36,86.23,160.16,129.36,86.23,160.16
2015-06-04,158.35,128.65,85.47,158.35,128.65,85.47,158.35
2015-06-05,157.08,127.8,86.05,157.08,127.8,86.05,157.08
2015-06-08,156.59,127.42,86.15,156.59,127.42,86.15,156.59
2015-06-09,156.98,128.88,86.73,156.98,128.88,86.73,156.98
2015-06-10,159.04,128.59,88.48,159.04,128.59,88.48,159.04
2015-06-11,159.86,127.17,88.17,159.86,127.17,88.17,159.86
2015-06-12,158.04,126.92,87.85,158.04,126.92,87.85,158.04
2015-06-15,155.87,127.6,87.13,155.87,127.6,87.13,155.87
2015-06-16,156.49,127.3,86.59,156.49,127.3,86.59,156.49
2015-06-17,156.95,127.88,87.25,156.95,127.88,87.25,156.95
2015-06-18,159.62,126.6,87.44,159.62,126.6,87.44,159.62
2015-06-19,158.95,127.61,87.52,158.95,127.61,87.52,158.95
2015-06-22,159.68,127.03,88.27,159.68,127.03,88.27,159.68
2015-06-23,159.84,128.11,88.45,159.84,128.11,88.45,159.84
2015-06-24,157.54,127.5,88.17,157.54,127.5,88.17,157.54
2015-06-25,155.92,126.75,86.72,155.92,126.75,86.72,155.92
2015-06-26,157.09,124.53,86.82,157.09,124.53,86.82,157.09
2015-06-29,153.95,125.42,85.3,153.95,125.42,85.3,153.95
2015-06-30,154.3,126.6,84.82,154.3,126.6,84.82,154.3
2015-07-01,155.65,126.44,83.95,155.65,126.44,83.95,155.65
2015-07-02,155.38,126,84.38,155.38,126,84.38,155.38
2015-07-06,155.08,125.69,83.15,155.08,125.69,83.15,155.08
2015-07-07,155.43,122.57,83.99,155.43,122.57,83.99,155.43
2015-07-08,152.71,120.07,82.27,152.71,120.07,82.27,152.71
2015-07-09,153.75,123.28,81.69,153.75,123.28,81.69,153.75
2015-07-10,154.95,125.66,82.15,154.95,125.66,82.15,154.95
2015-07-13,156.47,125.61,83.64,156.47,125.61,83.64,156.47
2015-07-14,156.78,126.82,84.46,156.78,126.82,84.46,156.78
2015-07-15,156,128.51,84.16,156,128.51,84.16,156
2015-07-16,157.17,129.62,83.76,157.17,129.62,83.76,157.17
2015-07-17,156.69,132.07,83.16,156.69,132.07,83.16,156.69
2015-07-20,157.12,130.75,82.25,157.12,130.75,82.25,157.12
2015-07-21,155.76,125.22,82.22,155.76,125.22,82.22,155.76
2015-07-22,155.41,125.16,79.76,155.41,125.16,79.76,155.41
2015-07-23,149.5,124.5,76.88,149.5,124.5,76.88,149.5
2015-07-24,149.33,122.77,76.1,149.33,122.77,76.1,149.33
2015-07-27,148.71,123.38,75.32,148.71,123.38,75.32,148.71
2015-07-28,151.11,122.99,77.78,151.11,122.99,77.78,151.11
2015-07-29,151.45,122.37,77.33,151.45,122.37,77.33,151.45
2015-07-30,151.57,121.3,78.35,151.57,121.3,78.35,151.57
2015-07-31,151.34,118.44,78.63,151.34,118.44,78.63,151.34
2015-08-03,150.12,114.64,77.26,150.12,114.64,77.26,150.12
2015-08-04,150.4,115.4,76.6,150.4,115.4,76.6,150.4
2015-08-05,151.01,115.13,76.88,151.01,115.13,76.88,151.01
2015-08-06,149.26,115.52,77.46,149.26,115.52,77.46,149.26
2015-08-07,148.89,119.72,77.29,148.89,119.72,77.29,148.89
2015-08-10,151.24,113.49,80.16,151.24,113.49,80.16,151.24
2015-08-11,148.48,115.24,78.04,148.48,115.24,78.04,148.48
2015-08-12,148.52,115.15,78.92,148.52,115.15,78.92,148.52
2015-08-13,147.4,115.96,77.76,147.4,115.96,77.76,147.4
2015-08-14,148.28,117.16,78.49,148.28,117.16,78.49,148.28
2015-08-17,149.24,116.5,78.54,149.24,116.5,78.54,149.24
2015-08-18,148.31,115.01,78.82,148.31,115.01,78.82,148.31
2015-08-19,145.87,112.65,77.41,145.87,112.65,77.41,145.87
2015-08-20,143.35,105.76,76.41,143.35,105.76,76.41,143.35
2015-08-21,142.09,103.12,75,142.09,103.12,75,142.09
2015-08-24,138.58,103.74,72.82,138.58,103.74,72.82,138.58
2015-08-25,137.64,109.69,72.06,137.64,109.69,72.06,137.64
2015-08-26,142.72,112.92,73.87,142.72,112.92,73.87,142.72
2015-08-27,143.9,113.29,75.66,143.9,113.29,75.66,143.9
2015-08-28,144.21,112.76,75.95,144.21,112.76,75.95,144.21
2015-08-31,142.14,107.72,76.44,142.14,107.72,76.44,142.14
2015-09-01,138.5,112.34,74.9,138.5,112.34,74.9,138.5
2015-09-02,141.24,110.37,76.1,141.24,110.37,76.1,141.24
2015-09-03,141.74,109.27,74.45,141.74,109.27,74.45,141.74
2015-09-04,139.84,112.31,73.1,139.84,112.31,73.1,139.84
2015-09-08,143.43,110.15,74.3,143.43,110.15,74.3,143.43
2015-09-09,140.86,112.57,72.96,140.86,112.57,72.96,140.86
2015-09-10,140.78,114.21,72.42,140.78,114.21,72.42,140.78
2015-09-11,141.26,115.31,72.63,141.26,115.31,72.63,141.26
2015-09-14,140.81,116.28,72.77,140.81,116.28,72.77,140.81
2015-09-15,143.6,116.41,74.58,143.6,116.41,74.58,143.6
2015-09-16,144.2,113.92,75.64,144.2,113.92,75.64,144.2
2015-09-17,142.95,113.45,74.06,142.95,113.45,74.06,142.95
2015-09-18,139.62,115.21,71.86,139.62,115.21,71.86,139.62
2015-09-21,140.04,113.4,72.16,140.04,113.4,72.16,140.04
2015-09-22,138.02,114.32,71.68,138.02,114.32,71.68,138.02
2015-09-23,137.66,115,70.2,137.66,115,70.2,137.66
2015-09-24,137.58,114.71,65.8,137.58,114.71,65.8,137.58
2015-09-25,139.56,112.44,64.98,139.56,112.44,64.98,139.56
2015-09-28,138.38,109.06,63.79,138.38,109.06,63.79,138.38
2015-09-29,141.55,110.3,64.31,141.55,110.3,64.31,141.55
2015-09-30,141.77,109.58,65.36,141.77,109.58,65.36,141.77
2015-10-01,140.8,110.38,64.39,140.8,110.38,64.39,140.8
2015-10-02,143.2,110.78,65.7,143.2,110.78,65.7,143.2
2015-10-05,146.32,111.31,69.18,146.32,111.31,69.18,146.32
2015-10-06,145.79,110.78,70.82,145.79,110.78,70.82,145.79
2015-10-07,147.54,109.5,70.38,147.54,109.5,70.38,147.54
2015-10-08,149.48,112.12,71.84,149.48,112.12,71.84,149.48
2015-10-09,149.9,111.6,71.3,149.9,111.6,71.3,149.9
2015-10-12,150.06,111.79,70.5,150.06,111.79,70.5,150.06
2015-10-13,149.11,110.21,70.17,149.11,110.21,70.17,149.11
2015-10-14,148.32,111.86,70.71,148.32,111.86,70.71,148.32
2015-10-15,149.19,111.04,70.83,149.19,111.04,70.83,149.19
2015-10-16,148.7,111.73,69.68,148.7,111.73,69.68,148.7
2015-10-19,148,113.77,69.27,148,113.77,69.27,148
2015-10-20,149.11,113.76,70.27,149.11,113.76,70.27,149.11
2015-10-21,149.82,115.5,69.67,149.82,115.5,69.67,149.82
2015-10-22,156,119.08,70.88,156,119.08,70.88,156
2015-10-23,155.79,115.28,71.75,155.79,115.28,71.75,155.79
2015-10-26,156.54,114.55,71.52,156.54,114.55,71.52,156.54
2015-10-27,156.73,119.27,70.39,156.73,119.27,70.39,156.73
2015-10-28,158.08,120.53,71.97,158.08,120.53,71.97,158.08
2015-10-29,157.61,119.5,71.97,157.61,119.5,71.97,157.61
2015-10-30,157.21,121.18,72.99,157.21,121.18,72.99,157.21
2015-11-02,159.92,122.57,74.34,159.92,122.57,74.34,159.92
2015-11-03,158.75,122,74.75,158.75,122,74.75,158.75
2015-11-04,158.91,120.92,74.55,158.91,120.92,74.55,158.91
2015-11-05,158.99,121.06,74.22,158.99,121.06,74.22,158.99
2015-11-06,159.26,120.57,73.84,159.26,120.57,73.84,159.26
2015-11-09,157.47,116.77,71.89,157.47,116.77,71.89,157.47
2015-11-10,157.59,116.11,72.43,157.59,116.11,72.43,157.59
2015-11-11,159.05,115.72,71.91,159.05,115.72,71.91,159.05
2015-11-12,156.3,112.34,68.66,156.3,112.34,68.66,156.3
2015-11-13,155.65,114.18,69.63,155.65,114.18,69.63,155.65
2015-11-16,158.21,113.69,70.39,158.21,113.69,70.39,158.21
2015-11-17,157.03,117.29,69.39,157.03,117.29,69.39,157.03
2015-11-18,157.39,118.78,70.32,157.39,118.78,70.32,157.39
2015-11-19,158.38,119.3,70.02,158.38,119.3,70.02,158.38
2015-11-20,158.95,117.75,71.14,158.95,117.75,71.14,158.95
2015-11-23,158.65,118.88,71.02,158.65,118.88,71.02,158.65
2015-11-24,157.75,118.03,71.4,157.75,118.03,71.4,157.75
2015-11-25,157.63,117.81,71.49,157.63,117.81,71.49,157.63
2015-11-27,157.99,118.3,71.22,157.99,118.3,71.22,157.99
2015-11-30,156.58,117.34,72.65,156.58,117.34,72.65,156.58
2015-12-01,156.9,116.28,71.56,156.9,116.28,71.56,156.9
2015-12-02,155.7,115.2,71.03,155.7,115.2,71.03,155.7
2015-12-03,154.38,119.03,69.64,154.38,119.03,69.64,154.38
2015-12-04,158.22,118.28,69.98,158.22,118.28,69.98,158.22
2015-12-07,157.75,118.23,68.36,157.75,118.23,68.36,157.75
2015-12-08,156.79,115.62,66.54,156.79,115.62,66.54,156.79
2015-12-09,156.05,116.17,65.91,156.05,116.17,65.91,156.05
2015-12-10,157.52,113.18,66.38,157.52,113.18,66.38,157.52
2015-12-11,154.83,112.48,65.43,154.83,112.48,65.43,154.83
2015-12-14,157.63,110.49,66.12,157.63,110.49,66.12,157.63
2015-12-15,148.13,111.34,66.75,148.13,111.34,66.75,148.13
