Date,MMM,AAPL,CAT,MMM,AAPL,CAT,MMM
2012-10-08,95.37,90.84,85.44,95.37,90.84,85.44,95.37
2012-10-09,93.94,91.56,84.75,93.94,91.56,84.75,93.94
2012-10-10,93.28,89.7,83.16,93.28,89.7,83.16,93.28
2012-10-11,92.83,89.96,82.85,92.83,89.96,82.85,92.83
2012-10-12,92.75,90.68,82.82,92.75,90.68,82.82,92.75
2012-10-15,92.79,92.83,82.81,92.79,92.83,82.81,92.79
2012-10-16,94.23,92.09,84.96,94.23,92.09,84.96,94.23
2012-10-17,94.81,90.38,86.63,94.81,90.38,86.63,94.81
2012-10-18,94.74,87.12,86.62,94.74,87.12,86.62,94.74
2012-10-19,92.94,90.58,83.86,92.94,90.58,83.86,92.94
2012-10-22,92.53,87.62,85.08,92.53,87.62,85.08,92.53
2012-10-23,88.73,88.12,83.58,88.73,88.12,83.58,88.73
2012-10-24,88.39,87.08,82.73,88.39,87.08,82.73,88.39
2012-10-25,87.81,86.29,83.53,87.81,86.29,83.53,87.81
2012-10-26,88.03,85.05,84.25,88.03,85.05,84.25,88.03
2012-10-31,87.6,85.22,84.81,87.6,85.22,84.81,87.6
2012-11-01,89.25,82.4,87.65,89.25,82.4,87.65,89.25
2012-11-02,88.97,83.52,85.79,88.97,83.52,85.79,88.97
2012-11-05,89.6,83.26,86.77,89.6,83.26,86.77,89.6
2012-11-06,90.86,79.71,88.08,90.86,79.71,88.08,90.86
2012-11-07,89.38,76.82,85.02,89.38,76.82,85.02,89.38
2012-11-08,88.55,78.15,83.66,88.55,78.15,83.66,88.55
2012-11-09,88.81,77.55,84.95,88.81,77.55,84.95,88.81
2012-11-12,89.18,77.56,85.18,89.18,77.56,85.18,89.18
2012-11-13,89.08,76.7,83.26,89.08,76.7,83.26,89.08
2012-11-14,87.31,75.09,81.1,87.31,75.09,81.1,87.31
2012-11-15,88.02,75.38,81.3,88.02,75.38,81.3,88.02
2012-11-16,88.5,80.82,81.93,88.5,80.82,81.93,88.5
2012-11-19,89.57,80.13,83.62,89.57,80.13,83.62,89.57
2012-11-20,89.02,80.24,83.33,89.02,80.24,83.33,89.02
2012-11-21,88.94,81.64,83.05,88.94,81.64,83.05,88.94
2012-11-23,90.28,84.22,84.16,90.28,84.22,84.16,90.28
2012-11-26,90.09,83.54,84.65,90.09,83.54,84.65,90.09
2012-11-27,90.31,83.28,84.01,90.31,83.28,84.01,90.31
2012-11-28,90.93,84.19,84.94,90.93,84.19,84.94,90.93
2012-11-29,90.65,83.61,86.25,90.65,83.61,86.25,90.65
2012-11-30,90.95,83.74,85.24,90.95,83.74,85.24,90.95
2012-12-03,90.3,82.26,84.49,90.3,82.26,84.49,90.3
2012-12-04,90.12,76.97,84.16,90.12,76.97,84.16,90.12
2012-12-05,90.76,78.18,86.05,90.76,78.18,86.05,90.76
2012-12-06,90.95,76.18,85.95,90.95,76.18,85.95,90.95
2012-12-07,91.51,75.69,86.99,91.51,75.69,86.99,91.51
2012-12-10,91.87,77.34,87.23,91.87,77.34,87.23,91.87
2012-12-11,93.68,77,87.33,93.68,77,87.33,93.68
2012-12-12,93.12,75.67,87.95,93.12,75.67,87.95,93.12
2012-12-13,92.5,72.83,88.36,92.5,72.83,88.36,92.5
2012-12-14,92.28,74.12,89,92.28,74.12,89,92.28
2012-12-17,93.03,76.27,89.64,93.03,76.27,89.64,93.03
2012-12-18,93.85,75.19,90.77,93.85,75.19,90.77,93.85
2012-12-19,93.02,74.53,90.79,93.02,74.53,90.79,93.02
2012-12-20,94.13,74.19,89.5,94.13,74.19,89.5,94.13
2012-12-21,93.1,74.31,87.9,93.1,74.31,87.9,93.1
2012-12-24,93.19,73.29,87.48,93.19,73.29,87.48,93.19
2012-12-26,93.07,73.58,87.67,93.07,73.58,87.67,93.07
2012-12-27,92.64,72.8,87.66,92.64,72.8,87.66,92.64
2012-12-28,91.78,76.02,86.81,91.78,76.02,86.81,91.78
2012-12-31,92.85,78.43,89.61,92.85,78.43,89.61,92.85
2013-01-02,94.78,77.44,93.5,94.78,77.44,93.5,94.78
2013-01-03,94.67,75.29,94.4,94.67,75.29,94.4,94.67
2013-01-04,95.37,74.8,94.92,95.37,74.8,94.92,95.37
2013-01-07,95.49,75.04,95.21,95.49,75.04,95.21,95.49
2013-01-08,95.5,73.87,94,95.5,73.87,94,95.5
2013-01-09,96.41,74.79,94.44,96.41,74.79,94.44,96.41
2013-01-10,96.89,74.33,95.08,96.89,74.33,95.08,96.89
2013-01-11,96.28,71.68,95.19,96.28,71.68,95.19,96.28
2013-01-14,97.08,69.42,94.63,97.08,69.42,94.63,97.08
2013-01-15,97.29,72.3,95.67,97.29,72.3,95.67,97.29
2013-01-16,97.6,71.81,95.19,97.6,71.81,95.19,97.6
2013-01-17,98.08,71.43,95.7,98.08,71.43,95.7,98.08
2013-01-18,98.74,72.11,97.62,98.74,72.11,97.62,98.74
2013-01-22,99.33,73.43,97.72,99.33,73.43,97.72,99.33
2013-01-23,99.49,64.36,96.85,99.49,64.36,96.85,99.49
2013-01-24,99.67,62.84,96.6,99.67,62.84,96.6,99.67
2013-01-25,100.59,64.26,95.58,100.59,64.26,95.58,100.59
2013-01-28,100.65,65.47,97.45,100.65,65.47,97.45,100.65
2013-01-29,101.81,65.26,98.6,101.81,65.26,98.6,101.81
2013-01-30,100.8,65.07,98.65,100.8,65.07,98.65,100.8
2013-01-31,100.55,64.8,98.39,100.55,64.8,98.39,100.55
2013-02-01,101.56,63.19,99.49,101.56,63.19,99.49,101.56
2013-02-04,100.77,65.41,98.26,100.77,65.41,98.26,100.77
2013-02-05,101.49,65.34,98.44,101.49,65.34,98.44,101.49
2013-02-06,102.69,66.89,97.7,102.69,66.89,97.7,102.69
2013-02-07,102.22,67.85,96.11,102.22,67.85,96.11,102.22
2013-02-08,102.66,68.56,96.85,102.66,68.56,96.85,102.66
2013-02-11,102.62,66.84,96.6,102.62,66.84,96.6,102.62
2013-02-12,103.46,66.72,97.22,103.46,66.72,97.22,103.46
2013-02-13,102.86,66.66,96.38,102.86,66.66,96.38,102.86
2013-02-14,102.78,65.74,96.07,102.78,65.74,96.07,102.78
2013-02-15,103.23,65.71,95.61,103.23,65.71,95.61,103.23
2013-02-19,104.18,64.12,95.6,104.18,64.12,95.6,104.18
2013-02-20,103.15,63.72,93.22,103.15,63.72,93.22,103.15
2013-02-21,102.72,64.4,91.53,102.72,64.4,91.53,102.72
2013-02-22,103.54,63.26,91.54,103.54,63.26,91.54,103.54
2013-02-25,101.75,64.14,89.16,101.75,64.14,89.16,101.75
2013-02-26,102.31,63.51,89.95,102.31,63.51,89.95,102.31
2013-02-27,103.57,63.06,92.25,103.57,63.06,92.25,103.57
2013-02-28,104,61.5,92.37,104,61.5,92.37,104
2013-03-01,103.77,60.01,91.36,103.77,60.01,91.36,103.77
2013-03-04,103.28,61.59,89.75,103.28,61.59,89.75,103.28
2013-03-05,104.45,60.81,90.21,104.45,60.81,90.21,104.45
2013-03-06,104.66,61.51,89.64,104.66,61.51,89.64,104.66
2013-03-07,104.54,61.67,89.65,104.54,61.67,89.65,104.54
2013-03-08,105.71,62.55,90.51,105.71,62.55,90.51,105.71
2013-03-11,105.81,61.2,91.18,105.81,61.2,91.18,105.81
2013-03-12,105.13,61.19,89.74,105.13,61.19,89.74,105.13
2013-03-13,105.09,61.79,89.28,105.09,61.79,89.28,105.09
2013-03-14,106.02,63.38,88.7,106.02,63.38,88.7,106.02
2013-03-15,106.4,65.1,88.83,106.4,65.1,88.83,106.4
2013-03-18,105.41,64.93,89.36,105.41,64.93,89.36,105.41
2013-03-19,105.18,64.58,88.27,105.18,64.58,88.27,105.18
2013-03-20,105.66,64.68,86.94,105.66,64.68,86.94,105.66
2013-03-21,104.94,65.99,86.83,104.94,65.99,86.83,104.94
2013-03-22,106.42,66.23,87.48,106.42,66.23,87.48,106.42
2013-03-25,105.17,65.88,86.64,105.17,65.88,86.64,105.17
2013-03-26,106.07,64.58,87,106.07,64.58,87,106.07
2013-03-27,105.29,63.24,86.9,105.29,63.24,86.9,105.29
2013-03-28,106.31,61.27,86.97,106.31,61.27,86.97,106.31
2013-04-01,105.65,61.4,85.64,105.65,61.4,85.64,105.65
2013-04-02,106.52,61.71,84.88,106.52,61.71,84.88,106.52
2013-04-03,105.68,61.1,84.12,105.68,61.1,84.12,105.68
2013-04-04,105.82,60.46,84.63,105.82,60.46,84.63,105.82
2013-04-05,105.78,60.89,84.6,105.78,60.89,84.6,105.78
2013-04-08,105.75,61,84.19,105.75,61,84.19,105.75
2013-04-09,105.95,62.24,85.9,105.95,62.24,85.9,105.95
2013-04-10,107.69,62.05,86.57,107.69,62.05,86.57,107.69
2013-04-11,108.25,61.4,85.7,108.25,61.4,85.7,108.25
2013-04-12,107.68,59.98,85.05,107.68,59.98,85.05,107.68
2013-04-15,105.76,60.89,82.27,105.76,60.89,82.27,105.76
2013-04-16,106.15,57.54,82.61,106.15,57.54,82.61,106.15
2013-04-17,105.48,56.01,81.47,105.48,56.01,81.47,105.48
2013-04-18,104.98,55.79,80.46,104.98,55.79,80.46,104.98
2013-04-19,105.71,56.95,80.43,105.71,56.95,80.43,105.71
2013-04-22,105.8,58.02,82.71,105.8,58.02,82.71,105.8
2013-04-23,107.39,57.92,84.1,107.39,57.92,84.1,107.39
2013-04-24,107.87,58.34,83.78,107.87,58.34,83.78,107.87
2013-04-25,104.88,59.6,84.51,104.88,59.6,84.51,104.88
2013-04-26,103.79,61.45,84.68,103.79,61.45,84.68,103.79
2013-04-29,103.83,63.25,84.8,103.83,63.25,84.8,103.83
2013-04-30,104.71,62.76,84.67,104.71,62.76,84.67,104.71
2013-05-01,104.55,63.65,83.08,104.55,63.65,83.08,104.55
2013-05-02,106.04,64.28,84.26,106.04,64.28,84.26,106.04
2013-05-03,107.83,65.82,86.98,107.83,65.82,86.98,107.83
2013-05-06,107.84,65.52,87.59,107.84,65.52,87.59,107.84
2013-05-07,108.01,66.26,89.79,108.01,66.26,89.79,108.01
2013-05-08,108.2,65.25,90.31,108.2,65.25,90.31,108.2
2013-05-09,109.92,64.71,89.95,109.92,64.71,89.95,109.92
2013-05-10,110.48,64.96,88.62,110.48,64.96,88.62,110.48
2013-05-13,110.5,63.41,88.07,110.5,63.41,88.07,110.5
2013-05-14,110.59,61.26,87.55,110.59,61.26,87.55,110.59
2013-05-15,111.5,62.08,87,111.5,62.08,87,111.5
2013-05-16,111.07,61.89,86.78,111.07,61.89,86.78,111.07
2013-05-17,111.39,63.28,87.67,111.39,63.28,87.67,111.39
2013-05-20,111.72,62.81,88.33,111.72,62.81,88.33,111.72
2013-05-21,112.01,63.05,88.1,112.01,63.05,88.1,112.01
2013-05-22,110.79,63.16,87.7,110.79,63.16,87.7,110.79
2013-05-23,110.41,63.59,86.95,110.41,63.59,86.95,110.41
2013-05-24,110.27,63.06,86.21,110.27,63.06,86.21,110.27
2013-05-28,111.59,63.56,86.19,111.59,63.56,86.19,111.59
2013-05-29,111.13,64.51,86.49,111.13,64.51,86.49,111.13
2013-05-30,111.42,64.25,86.41,111.42,64.25,86.41,111.42
2013-05-31,110.27,64.39,85.8,110.27,64.39,85.8,110.27
2013-06-03,110.61,64.19,86.13,110.61,64.19,86.13,110.61
2013-06-04,110.02,63.59,85.92,110.02,63.59,85.92,110.02
2013-06-05,108.59,62.64,84.42,108.59,62.64,84.42,108.59
2013-06-06,108.67,63.12,84,108.67,63.12,84,108.67
2013-06-07,111.11,62.7,84.65,111.11,62.7,84.65,111.11
2013-06-10,110.81,62.51,83.8,110.81,62.51,83.8,110.81
2013-06-11,110.22,61.74,83.52,110.22,61.74,83.52,110.22
2013-06-12,109.03,62.28,83.21,109.03,62.28,83.21,109.03
2013-06-13,111.2,61.44,85.14,111.2,61.44,85.14,111.2
2013-06-14,111.03,61.71,83.87,111.03,61.71,83.87,111.03
2013-06-17,111.91,61.68,83.92,111.91,61.68,83.92,111.91
2013-06-18,112.97,60.43,84.55,112.97,60.43,84.55,112.97
2013-06-19,111.57,59.55,84.25,111.57,59.55,84.25,111.57
2013-06-20,108.78,59.07,83.2,108.78,59.07,83.2,108.78
2013-06-21,109.59,57.51,83.12,109.59,57.51,83.12,109.59
2013-06-24,107.5,57.52,81.52,107.5,57.52,81.52,107.5
2013-06-25,108.24,56.87,82.33,108.24,56.87,82.33,108.24
2013-06-26,109.68,56.25,82.1,109.68,56.25,82.1,109.68
2013-06-27,110.24,56.65,82.96,110.24,56.65,82.96,110.24
2013-06-28,109.35,58.46,82.49,109.35,58.46,82.49,109.35
2013-07-01,109.31,59.78,82.72,109.31,59.78,82.72,109.31
2013-07-02,108.73,60.11,82.48,108.73,60.11,82.48,108.73
2013-07-03,109.45,59.63,81.85,109.45,59.63,81.85,109.45
2013-07-05,111.54,59.29,82.14,111.54,59.29,82.14,111.54
2013-07-08,112.13,60.34,83.2,112.13,60.34,83.2,112.13
2013-07-09,113.35,60.1,85.33,113.35,60.1,85.33,113.35
2013-07-10,113.43,61.04,84.96,113.43,61.04,84.96,113.43
2013-07-11,114.53,60.93,86.7,114.53,60.93,86.7,114.53
2013-07-12,115.14,61.06,87.17,115.14,61.06,87.17,115.14
2013-07-15,114.85,61.46,87.4,114.85,61.46,87.4,114.85
2013-07-16,114.34,61.47,88.17,114.34,61.47,88.17,114.34
2013-07-17,114.64,61.68,86.67,114.64,61.68,86.67,114.64
2013-07-18,115.48,60.71,85.72,115.48,60.71,85.72,115.48
2013-07-19,116.19,60.9,85.65,116.19,60.9,85.65,116.19
2013-07-22,116.28,59.86,86,116.28,59.86,86,116.28
2013-07-23,116.75,62.93,85.52,116.75,62.93,85.52,116.75
2013-07-24,116.33,62.64,83.44,116.33,62.64,83.44,116.33
2013-07-25,116.55,63,82.14,116.55,63,82.14,116.55
2013-07-26,116.91,63.97,82.06,116.91,63.97,82.06,116.91
2013-07-29,116.61,64.76,83.02,116.61,64.76,83.02,116.61
2013-07-30,116.84,64.65,83.19,116.84,64.65,83.19,116.84
2013-07-31,117.43,65.24,82.91,117.43,65.24,82.91,117.43
2013-08-01,118.41,66.08,84.44,118.41,66.08,84.44,118.41
2013-08-02,118.26,67.06,84.3,118.26,67.06,84.3,118.26
2013-08-05,117.92,66.46,83.56,117.92,66.46,83.56,117.92
2013-08-06,117.5,66.43,82.53,117.5,66.43,82.53,117.5
2013-08-07,117.83,65.86,82.43,117.83,65.86,82.43,117.83
2013-08-08,118.68,64.92,83.96,118.68,64.92,83.96,118.68
2013-08-09,118.31,66.77,84.51,118.31,66.77,84.51,118.31
2013-08-12,118.38,69.94,86.32,118.38,69.94,86.32,118.38
2013-08-13,118.67,71.21,86.57,118.67,71.21,86.57,118.67
2013-08-14,117.62,71.13,85.82,117.62,71.13,85.82,117.62
2013-08-15,115.85,71.76,85.86,115.85,71.76,85.86,115.85
2013-08-16,115.9,72.53,85.16,115.9,72.53,85.16,115.9
2013-08-19,115.61,71.58,84.2,115.61,71.58,84.2,115.61
2013-08-20,115.42,71.77,83.86,115.42,71.77,83.86,115.42
2013-08-21,113.42,71.85,82.94,113.42,71.85,82.94,113.42
2013-08-22,114.67,71.57,84.17,114.67,71.57,84.17,114.67
2013-08-23,114.4,71.85,83.89,114.4,71.85,83.89,114.4
2013-08-26,114.33,69.8,83.56,114.33,69.8,83.56,114.33
2013-08-27,112.73,70.13,82.7,112.73,70.13,82.7,112.73
2013-08-28,113,70.24,82.45,113,70.24,82.45,113
2013-08-29,113.32,69.6,82.53,113.32,69.6,82.53,113.32
2013-08-30,113.58,69.8,82.54,113.58,69.8,82.54,113.58
2013-09-03,113.22,71.24,82.51,113.22,71.24,82.51,113.22
2013-09-04,114.55,70.75,83.54,114.55,70.75,83.54,114.55
2013-09-05,114.87,71.17,82.95,114.87,71.17,82.95,114.87
2013-09-06,115.04,72.31,83.39,115.04,72.31,83.39,115.04
2013-09-09,116.74,70.66,85.59,116.74,70.66,85.59,116.74
2013-09-10,117.59,66.82,86.61,117.59,66.82,86.61,117.59
2013-09-11,118.71,67.53,87.13,118.71,67.53,87.13,118.71
2013-09-12,118.2,66.41,86.84,118.2,66.41,86.84,118.2
2013-09-13,118.6,64.3,87.01,118.6,64.3,87.01,118.6
2013-09-16,119.23,65.05,87.18,119.23,65.05,87.18,119.23
2013-09-17,119.93,66.38,87.07,119.93,66.38,87.07,119.93
2013-09-18,121.29,67.47,87.84,121.29,67.47,87.84,121.29
2013-09-19,121.57,66.77,87.75,121.57,66.77,87.75,121.57
2013-09-20,120.01,70.09,84.75,120.01,70.09,84.75,120.01
2013-09-23,121.11,69.87,85.03,121.11,69.87,85.03,121.11
2013-09-24,120.8,68.79,85.11,120.8,68.79,85.11,120.8
2013-09-25,120.2,69.46,84.5,120.2,69.46,84.5,120.2
2013-09-26,120.66,68.96,84.2,120.66,68.96,84.2,120.66
2013-09-27,120.22,68.11,83.8,120.22,68.11,83.8,120.22
2013-09-30,119.41,69.71,83.4,119.41,69.71,83.4,119.41
2013-10-01,119.62,69.94,83.76,119.62,69.94,83.76,119.62
2013-10-02,119.2,69.06,84.07,119.2,69.06,84.07,119.2
2013-10-03,118.55,69,83.97,118.55,69,83.97,118.55
2013-10-04,119.4,69.68,84.2,119.4,69.68,84.2,119.4
2013-10-07,118.69,68.71,83.53,118.69,68.71,83.53,118.69
2013-10-08,117.16,69.51,82.85,117.16,69.51,82.85,117.16
2013-10-09,117.57,69.95,83.52,117.57,69.95,83.52,117.57
2013-10-10,119.34,70.4,84.73,119.34,70.4,84.73,119.34
2013-10-11,120.72,70.86,85.61,120.72,70.86,85.61,120.72
2013-10-14,121.4,71.24,86.24,121.4,71.24,86.24,121.4
2013-10-15,119.82,71.59,85.75,119.82,71.59,85.75,119.82
2013-10-16,120.94,72.07,86.27,120.94,72.07,86.27,120.94
2013-10-17,122.62,72.7,85.85,122.62,72.7,85.85,122.62
2013-10-18,122.84,74.48,87.34,122.84,74.48,87.34,122.84
2013-10-21,123.25,74.27,87.7,123.25,74.27,87.7,123.25
2013-10-22,123.8,74.99,89.17,123.8,74.99,89.17,123.8
2013-10-23,123.2,75.99,83.76,123.2,75.99,83.76,123.2
2013-10-24,123.49,75.14,84.53,123.49,75.14,84.53,123.49
2013-10-25,124.42,75.7,84.77,124.42,75.7,84.77,124.42
2013-10-28,124.92,73.81,84.28,124.92,73.81,84.28,124.92
2013-10-29,125.28,74.98,84.07,125.28,74.98,84.07,125.28
2013-10-30,124.79,74.67,83.49,124.79,74.67,83.49,124.79
2013-10-31,125.85,74.29,83.36,125.85,74.29,83.36,125.85
2013-11-01,125.9,75.25,83.59,125.9,75.25,83.59,125.9
2013-11-04,126.32,75.06,83.89,126.32,75.06,83.89,126.32
2013-11-05,126.12,74.42,84.05,126.12,74.42,84.05,126.12
2013-11-06,127.13,73.21,84.22,127.13,73.21,84.22,127.13
2013-11-07,126.41,74.37,83.65,126.41,74.37,83.65,126.41
2013-11-08,127.99,74.15,84.24,127.99,74.15,84.24,127.99
2013-11-11,127.95,74.29,84.15,127.95,74.29,84.15,127.95
2013-11-12,128.36,74.38,83.85,128.36,74.38,83.85,128.36
2013-11-13,128.59,75.45,84.2,128.59,75.45,84.2,128.59
2013-11-14,129.79,75,83.76,129.79,75,83.76,129.79
2013-11-15,129.85,74.09,83.74,129.85,74.09,83.74,129.85
2013-11-18,130.13,74.22,84.04,130.13,74.22,84.04,130.13
2013-11-19,130.05,73.57,83.67,130.05,73.57,83.67,130.05
2013-11-20,129.18,74.45,82.68,129.18,74.45,82.68,129.18
2013-11-21,130.35,74.26,82.12,130.35,74.26,82.12,130.35
2013-11-22,131.02,74.82,82.88,131.02,74.82,82.88,131.02
2013-11-25,131.23,76.2,84.4,131.23,76.2,84.4,131.23
2013-11-26,132.15,77.99,84.36,132.15,77.99,84.36,132.15
2013-11-27,133.5,79.44,84.67,133.5,79.44,84.67,133.5
2013-11-29,133.51,78.75,84.6,133.51,78.75,84.6,133.51
2013-12-02,127.68,80.9,84.25,127.68,80.9,84.25,127.68
2013-12-03,126.6,80.71,83.87,126.6,80.71,83.87,126.6
2013-12-04,126.46,81.13,83.97,126.46,81.13,83.97,126.46
2013-12-05,126.83,80,84.41,126.83,80,84.41,126.83
2013-12-06,128.61,80.92,85.5,128.61,80.92,85.5,128.61
2013-12-09,128.57,80.79,86.09,128.57,80.79,86.09,128.57
2013-12-10,127.55,80.19,86.42,127.55,80.19,86.42,127.55
2013-12-11,126.77,80.08,85.28,126.77,80.08,85.28,126.77
2013-12-12,126.58,79.2,85.57,126.58,79.2,85.57,126.58
2013-12-13,126.43,79.64,86.05,126.43,79.64,86.05,126.43
2013-12-16,127.66,79.28,87.38,127.66,79.28,87.38,127.66
2013-12-17,131.39,78.68,86.92,131.39,78.68,86.92,131.39
2013-12-18,135.8,77.78,88.17,135.8,77.78,88.17,135.8
2013-12-19,136.41,78.43,87.54,136.41,78.43,87.54,136.41
2013-12-20,136.72,81.44,88.93,136.72,81.44,88.93,136.72
2013-12-23,136.8,81.1,89.96,136.8,81.1,89.96,136.8
2013-12-24,136.99,80.56,90.91,136.99,80.56,90.91,136.99
2013-12-26,138.29,80.01,91.15,138.29,80.01,91.15,138.29
2013-12-27,139.35,79.22,90.87,139.35,79.22,90.87,139.35
2013-12-30,139.42,80.15,90.87,139.42,80.15,90.87,139.42
2013-12-31,140.25,79.02,90.81,140.25,79.02,90.81,140.25
2014-01-02,138.13,77.28,89.87,138.13,77.28,89.87,138.13
2014-01-03,138.45,77.7,89.82,138.45,77.7,89.82,138.45
2014-01-06,137.63,77.15,88.64,137.63,77.15,88.64,137.63
2014-01-07,137.65,77.64,88.93,137.65,77.64,88.93,137.65
2014-01-08,136.63,76.65,89.14,136.63,76.65,89.14,136.63
2014-01-09,136.45,76.13,89.71,136.45,76.13,89.71,136.45
2014-01-10,136.18,76.53,90.51,136.18,76.53,90.51,136.18
2014-01-13,134.68,78.06,89.89,134.68,78.06,89.89,134.68
2014-01-14,137.41,79.62,90.56,137.41,79.62,90.56,137.41
2014-01-15,138.44,79.18,92.41,138.44,79.18,92.41,138.44
2014-01-16,138.16,77.24,92.01,138.16,77.24,92.01,138.16
2014-01-17,137.31,78.44,91.44,137.31,78.44,91.44,137.31
2014-01-21,136.99,78.79,90.6,136.99,78.79,90.6,136.99
2014-01-22,136.48,79.45,89.64,136.48,79.45,89.64,136.48
2014-01-23,134.71,78.01,88.48,134.71,78.01,88.48,134.71
2014-01-24,130.22,78.64,86.17,130.22,78.64,86.17,130.22
2014-01-27,128.96,72.36,91.29,128.96,72.36,91.29,128.96
2014-01-28,129.81,71.54,92.47,129.81,71.54,92.47,129.81
2014-01-29,130.25,71.4,90.62,130.25,71.4,90.62,130.25
2014-01-30,128.05,71.51,93.2,128.05,71.51,93.2,128.05
2014-01-31,128.19,71.65,93.91,128.19,71.65,93.91,128.19
2014-02-03,123.9,72.68,92.42,123.9,72.68,92.42,123.9
2014-02-04,126.72,73.23,92.5,126.72,73.23,92.5,126.72
2014-02-05,127.36,73.22,91.96,127.36,73.22,91.96,127.36
2014-02-06,128.9,74.24,93.83,128.9,74.24,93.83,128.9
2014-02-07,130.33,75.57,94.87,130.33,75.57,94.87,130.33
2014-02-10,129.7,76.57,94.5,129.7,76.57,94.5,129.7
2014-02-11,130.98,76.56,94.96,130.98,76.56,94.96,130.98
2014-02-12,130.44,77.78,96.17,130.44,77.78,96.17,130.44
2014-02-13,130.14,77.71,96.11,130.14,77.71,96.11,130.14
2014-02-14,132.12,78,96.55,132.12,78,96.55,132.12
2014-02-18,131.8,76.77,96.56,131.8,76.77,96.56,131.8
2014-02-19,130.56,75.88,96.21,130.56,75.88,96.21,130.56
2014-02-20,131.56,75.04,96.92,131.56,75.04,96.92,131.56
2014-02-21,131.57,75.36,97.5,131.57,75.36,97.5,131.57
2014-02-24,132.2,74.58,97.32,132.2,74.58,97.32,132.2
2014-02-25,132.93,73.91,96.41,132.93,73.91,96.41,132.93
2014-02-26,132.86,75.38,97.2,132.86,75.38,97.2,132.86
2014-02-27,134.34,75.18,96.7,134.34,75.18,96.7,134.34
2014-02-28,134.73,75.39,96.97,134.73,75.39,96.97,134.73
2014-03-03,132.21,75.89,96.31,132.21,75.89,96.31,132.21
2014-03-04,132.68,76.05,97.02,132.68,76.05,97.02,132.68
2014-03-05,133.85,75.82,96.37,133.85,75.82,96.37,133.85
2014-03-06,134.08,75.78,97.6,134.08,75.78,97.6,134.08
2014-03-07,134.11,75.85,97.05,134.11,75.85,97.05,134.11
2014-03-10,133.56,76.58,96.75,133.56,76.58,96.75,133.56
2014-03-11,132.51,76.66,96.84,132.51,76.66,96.84,132.51
2014-03-12,132.57,75.81,96.82,132.57,75.81,96.82,132.57
2014-03-13,130.81,74.96,95.61,130.81,74.96,95.61,130.81
2014-03-14,129.83,75.25,95.39,129.83,75.25,95.39,129.83
2014-03-17,132.27,75.91,95.67,132.27,75.91,95.67,132.27
2014-03-18,132.74,75.89,96.41,132.74,75.89,96.41,132.74
2014-03-19,131.23,75.53,96.04,131.23,75.53,96.04,131.23
2014-03-20,132.43,76.12,96.21,132.43,76.12,96.21,132.43
2014-03-21,133.12,77.03,97.39,133.12,77.03,97.39,133.12
2014-03-24,132.42,77.86,96.85,132.42,77.86,96.85,132.42
2014-03-25,134.06,77.11,98.59,134.06,77.11,98.59,134.06
2014-03-26,133.09,76.78,97.8,133.09,76.78,97.8,133.09
2014-03-27,132.84,76.69,98.45,132.84,76.69,98.45,132.84
2014-03-28,134.2,76.68,99.39,134.2,76.68,99.39,134.2
2014-03-31,135.66,77.38,99.37,135.66,77.38,99.37,135.66
2014-04-01,136.53,77.51,99.81,136.53,77.51,99.81,136.53
2014-04-02,136,76.97,102.63,136,76.97,102.63,136
2014-04-03,136.14,75.97,102.55,136.14,75.97,102.55,136.14
2014-04-04,135.86,74.78,102.17,135.86,74.78,102.17,135.86
2014-04-07,134.4,74.78,101.11,134.4,74.78,101.11,134.4
2014-04-08,134.84,75.76,102.39,134.84,75.76,102.39,134.84
2014-04-09,135.84,74.78,102.99,135.84,74.78,102.99,135.84
2014-04-10,133.97,74.23,102.26,133.97,74.23,102.26,133.97
2014-04-11,132.39,74.53,101.45,132.39,74.53,101.45,132.39
2014-04-14,133.15,73.99,102.78,133.15,73.99,102.78,133.15
2014-04-15,134.09,74.14,102.5,134.09,74.14,102.5,134.09
2014-04-16,136.77,74.99,102.93,136.77,74.99,102.93,136.77
2014-04-17,137.73,75.88,102.83,137.73,75.88,102.83,137.73
2014-04-21,138.62,75.96,102.64,138.62,75.96,102.64,138.62
2014-04-22,138.89,74.96,103.69,138.89,74.96,103.69,138.89
2014-04-23,137.99,81.11,103.38,137.99,81.11,103.38,137.99
2014-04-24,136.65,81.71,105.28,136.65,81.71,105.28,136.65
2014-04-25,136.56,84.87,104.69,136.56,84.87,104.69,136.56
2014-04-28,137.23,84.62,104.26,137.23,84.62,104.26,137.23
2014-04-29,137.55,84.3,105.3,137.55,84.3,105.3,137.55
2014-04-30,139.09,84.5,105.4,139.09,84.5,105.4,139.09
2014-05-01,140.81,84.65,105.07,140.81,84.65,105.07,140.81
2014-05-02,140.12,85.85,105.01,140.12,85.85,105.01,140.12
2014-05-05,140.61,84.92,104.52,140.61,84.92,104.52,140.61
2014-05-06,139.29,84.62,103.87,139.29,84.62,103.87,139.29
2014-05-07,141.14,84,104.62,141.14,84,104.62,141.14
2014-05-08,140.83,83.65,104.94,140.83,83.65,104.94,140.83
2014-05-09,141.34,84.69,105.06,141.34,84.69,105.06,141.34
2014-05-12,142.82,84.82,106.2,142.82,84.82,106.2,142.82
2014-05-13,142.43,84.84,107.15,142.43,84.84,107.15,142.43
2014-05-14,141.6,84.12,106.53,141.6,84.12,106.53,141.6
