Date,MMM,AAPL,CAT
2011-11-10,80.32,54.95,92.2
2011-11-11,82.29,54.18,96.13
2011-11-14,81.87,55.55,96.53
2011-11-15,81.87,54.97,97.07
2011-11-16,81.87,53.92,95.75
2011-11-17,80.43,53.56,93.81
2011-11-18,80.54,52.72,93.93
2011-11-21,78.39,53.79,91.12
2011-11-22,77.83,52.43,89.99
2011-11-23,75.54,51.94,87.76
2011-11-25,76.13,53.73,86.72
2011-11-28,77.72,53.31,91.48
2011-11-29,77.24,54.6,90.54
2011-11-30,81.04,55.42,97.88
2011-12-01,80.3,55.67,96.82
2011-12-02,79.76,56.14,96.29
2011-12-05,80.93,55.85,96.85
2011-12-06,82.13,55.58,95.96
2011-12-07,82.39,55.81,94.89
2011-12-08,80.46,56.23,92.92
2011-12-09,82.2,55.98,95.97
2011-12-12,80.59,55.54,93.24
2011-12-13,79.41,54.31,90.98
2011-12-14,78.51,54.13,87
2011-12-15,78.86,54.43,87.7
2011-12-16,78.87,54.6,87.2
2011-12-19,77.82,56.56,87.25
2011-12-20,80.31,56.64,91.73
2011-12-21,80,56.94,91.63
2011-12-22,80.97,57.62,91.81
2011-12-23,82.2,58.08,92.25
2011-12-27,82.28,57.52,91.55
2011-12-28,81.15,57.87,89.37
2011-12-29,82.11,57.86,90.58
2011-12-30,81.73,58.75,90.6
2012-01-03,83.49,59.06,93.98
2012-01-04,84.18,59.72,94.85
2012-01-05,83.8,60.34,95.52
2012-01-06,83.37,60.25,95.76
2012-01-09,83.87,60.46,97.1
2012-01-10,84.3,60.36,99.96
2012-01-11,83.77,60.2,99.64
2012-01-12,84.28,59.97,101.94
2012-01-13,83.6,60.67,102.48
2012-01-17,84.23,61.3,103.37
2012-01-18,85.07,61.11,104.26
2012-01-19,85.8,60.04,105.75
2012-01-20,85.65,61.06,105.64
2012-01-23,85.61,60.06,106.37
2012-01-24,85.93,63.81,106.29
2012-01-25,86.48,63.52,109.05
2012-01-26,87.58,63.9,111.31
2012-01-27,87.46,64.72,111.28
2012-01-30,87.34,65.21,110.41
2012-01-31,86.71,65.17,109.12
2012-02-01,87.35,65.02,110.52
2012-02-02,87.43,65.67,110.33
2012-02-03,87.73,66.28,113.94
2012-02-06,87.56,66.98,113.78
2012-02-07,87.89,68.1,113.81
2012-02-08,87.97,70.45,114.04
2012-02-09,88.02,70.49,112.83
2012-02-10,87.14,71.8,111.75
2012-02-13,88.03,72.78,113.7
2012-02-14,87.99,71.1,114.45
2012-02-15,87.01,71.74,112.53
2012-02-16,87.65,71.73,113.96
2012-02-17,87.56,73.55,113.95
2012-02-21,87.6,73.29,115
2012-02-22,87.76,73.77,115.81
2012-02-23,87.9,74.63,116.2
2012-02-24,88.2,75.11,116
2012-02-27,88.07,76.49,115.63
2012-02-28,87.77,77.49,115.76
2012-02-29,87.6,77.78,114.21
2012-03-01,87.49,77.88,113.39
2012-03-02,87.52,76.17,112.49
2012-03-05,87.06,75.75,110.09
2012-03-06,84.95,75.81,105.93
2012-03-07,85.47,77.43,108.28
2012-03-08,86.71,77.88,110.28
2012-03-09,86.8,78.86,110.22
2012-03-12,87.54,81.16,108.94
2012-03-13,88.75,84.23,113.3
2012-03-14,88.87,83.65,112.27
2012-03-15,90,83.65,113.45
2012-03-16,89.56,85.87,113.58
2012-03-19,89.74,86.57,113.73
2012-03-20,89.35,86.07,110.76
2012-03-21,88.91,85.62,109
2012-03-22,88.57,85.15,106.43
2012-03-23,88.46,86.71,107.83
2012-03-26,89.12,87.78,108.75
2012-03-27,89.14,88.23,108.06
2012-03-28,88.45,87.12,104.26
2012-03-29,88.77,85.65,106.02
2012-03-30,89.21,88.38,106.52
2012-04-02,89.23,89.9,107.25
2012-04-03,88.79,89.19,106.21
2012-04-04,87.84,90.53,106.26
2012-04-05,87.27,90.89,105.87
2012-04-09,86.33,89.78,103.57
2012-04-10,84.58,89.46,100.43
2012-04-11,85.35,88.97,101.75
2012-04-12,86.86,86.46,106.44
2012-04-13,85.69,82.88,105.89
2012-04-16,86.4,87.1,106.74
2012-04-17,87.45,86.91,108.41
2012-04-18,87.13,83.92,109.21
2012-04-19,86.8,81.85,107.36
2012-04-20,87.48,81.67,107.73
2012-04-23,87.13,80.04,106.9
2012-04-24,88.49,87.14,108.4
2012-04-25,88.8,86.81,103.44
2012-04-26,89.32,86.14,104.39
2012-04-27,89.36,83.43,104.56
2012-04-30,89.36,83.16,102.77
2012-05-01,89.6,83.71,102.11
2012-05-02,89.52,83.12,102.63
2012-05-03,89.39,80.75,100.67
2012-05-04,88.67,81.35,98.44
2012-05-07,88.01,81.17,97.19
2012-05-08,87.56,81.31,96.49
2012-05-09,87.27,81.5,95.99
2012-05-10,87.13,80.96,95.44
2012-05-11,86.73,79.75,95.5
2012-05-14,85.83,79.02,93.6
2012-05-15,85.78,78.01,92.68
2012-05-16,85.35,75.73,91.86
2012-05-17,84.34,75.77,87.8
2012-05-18,83.51,80.18,88.68
2012-05-21,84.46,79.57,91.98
2012-05-22,84.13,81.51,91.49
2012-05-23,84.8,80.76,92.47
2012-05-24,84.98,80.33,91.42
2012-05-25,84.78,81.75,89.94
2012-05-29,85.73,82.74,92.52
2012-05-30,84.45,82.53,90.18
2012-05-31,84.41,80.14,87.62
2012-06-01,82.85,80.61,85.52
2012-06-04,82.62,80.4,83.26
2012-06-05,82.51,81.64,83.65
2012-06-06,84.63,81.67,86.66
2012-06-07,85.5,82.9,87.14
2012-06-08,86,81.6,87.6
2012-06-11,85.18,82.31,85.19
2012-06-12,86.73,81.74,87.05
2012-06-13,86.13,81.65,85.29
2012-06-14,86.86,82.02,85.89
2012-06-15,87.44,83.68,86.93
2012-06-18,87.31,83.92,86.74
2012-06-19,87.82,83.68,88.84
2012-06-20,87.54,82.52,87.17
2012-06-21,86.73,83.16,84.98
2012-06-22,86.83,81.54,84.96
2012-06-25,85.85,81.72,82.89
2012-06-26,86.18,82.07,82.73
2012-06-27,87.16,81.29,82.25
2012-06-28,87.16,83.43,82.63
2012-06-29,89.6,84.65,84.91
2012-07-02,89.28,85.63,83.68
2012-07-03,89.7,87.13,86.46
2012-07-05,89.57,86.55,86.79
2012-07-06,88.99,87.7,84.61
2012-07-09,88.96,86.89,83.14
2012-07-10,88.25,86.35,80.27
2012-07-11,87.85,85.56,79.74
2012-07-12,86.41,86.42,79.64
2012-07-13,87.59,86.7,82.07
2012-07-16,88.1,86.71,81.15
2012-07-17,88.98,86.61,81.91
2012-07-18,90.87,87.76,82.52
2012-07-19,90.83,86.33,82.63
2012-07-20,89.99,86.26,80.95
2012-07-23,89.36,85.85,81.58
2012-07-24,88.24,82.14,81.43
2012-07-25,88.75,82.13,82.6
2012-07-26,90.59,83.59,83.3
2012-07-27,91.71,85,86.16
2012-07-30,91.28,87.25,85.69
2012-07-31,91.23,86.69,84.21
2012-08-01,91.2,86.83,82.65
2012-08-02,90.08,87.96,83.12
2012-08-03,91.7,88.94,85.02
2012-08-06,91.41,88.7,86.35
2012-08-07,91.7,88.55,87.22
2012-08-08,91.63,88.68,87.22
2012-08-09,91.59,88.81,88.4
2012-08-10,92.29,90,88.94
2012-08-13,92.4,90.24,88.61
2012-08-14,92.3,90.12,87.87
2012-08-15,92.54,90.91,87.61
2012-08-16,93.74,92.59,88.59
2012-08-17,94.24,95.02,90.01
2012-08-20,93.89,93.72,90.44
2012-08-21,93.21,95.55,90.29
2012-08-22,92.68,94.66,88.72
2012-08-23,91.98,94.75,87.63
2012-08-24,92.83,96.53,87.47
2012-08-27,92.59,96.4,86.63
2012-08-28,92.3,96.21,86.01
2012-08-29,92.43,94.84,86.09
2012-08-30,91.76,95.03,84.47
2012-08-31,92.6,96.42,85.33
2012-09-04,91.68,95.75,82.66
2012-09-05,91.75,96.61,82.75
2012-09-06,93.28,97.21,84.79
2012-09-07,92.82,94.68,88.1
2012-09-10,90.67,94.37,87.1
2012-09-11,91.17,95.68,88.6
2012-09-12,90.81,97.57,89.12
2012-09-13,92.06,98.75,90.68
2012-09-14,93.98,99.97,93.17
2012-09-17,93.78,100.27,91.99
2012-09-18,93.43,100.3,93.07
2012-09-19,93.63,99.81,93.94
2012-09-20,93.58,100.01,92.54
2012-09-21,93.21,98.68,91.72
2012-09-24,93.73,96.22,90.87
2012-09-25,92.83,95.03,87.01
2012-09-26,92.59,97.33,86.95
2012-09-27,92.82,95.3,86.92
2012-09-28,92.42,94.2,86.04
2012-10-01,93.29,94.47,85.47
2012-10-02,93.54,95.92,85.47
2012-10-03,93.78,95.26,85.28
2012-10-04,94.43,93.23,85.96
2012-10-05,94.96,91.17,85.43
2012-10-08,95.37,90.84,85.44
2012-10-09,93.94,91.56,84.75
2012-10-10,93.28,89.7,83.16
2012-10-11,92.83,89.96,82.85
2012-10-12,92.75,90.68,82.82
2012-10-15,92.79,92.83,82.81
2012-10-16,94.23,92.09,84.96
2012-10-17,94.81,90.38,86.63
2012-10-18,94.74,87.12,86.62
2012-10-19,92.94,90.58,83.86
2012-10-22,92.53,87.62,85.08
2012-10-23,88.73,88.12,83.58
2012-10-24,88.39,87.08,82.73
2012-10-25,87.81,86.29,83.53
2012-10-26,88.03,85.05,84.25
2012-10-31,87.6,85.22,84.81
2012-11-01,89.25,82.4,87.65
2012-11-02,88.97,83.52,85.79
2012-11-05,89.6,83.26,86.77
2012-11-06,90.86,79.71,88.08
2012-11-07,89.38,76.82,85.02
2012-11-08,88.55,78.15,83.66
2012-11-09,88.81,77.55,84.95
2012-11-12,89.18,77.56,85.18
2012-11-13,89.08,76.7,83.26
2012-11-14,87.31,75.09,81.1
2012-11-15,88.02,75.38,81.3
2012-11-16,88.5,80.82,81.93
2012-11-19,89.57,80.13,83.62
2012-11-20,89.02,80.24,83.33
2012-11-21,88.94,81.64,83.05
2012-11-23,90.28,84.22,84.16
2012-11-26,90.09,83.54,84.65
2012-11-27,90.31,83.28,84.01
2012-11-28,90.93,84.19,84.94
2012-11-29,90.65,83.61,86.25
2012-11-30,90.95,83.74,85.24
2012-12-03,90.3,82.26,84.49
2012-12-04,90.12,76.97,84.16
2012-12-05,90.76,78.18,86.05
2012-12-06,90.95,76.18,85.95
2012-12-07,91.51,75.69,86.99
2012-12-10,91.87,77.34,87.23
2012-12-11,93.68,77,87.33
2012-12-12,93.12,75.67,87.95
2012-12-13,92.5,72.83,88.36
2012-12-14,92.28,74.12,89
2012-12-17,93.03,76.27,89.64
2012-12-18,93.85,75.19,90.77
2012-12-19,93.02,74.53,90.79
2012-12-20,94.13,74.19,89.5
2012-12-21,93.1,74.31,87.9
2012-12-24,93.19,73.29,87.48
2012-12-26,93.07,73.58,87.67
2012-12-27,92.64,72.8,87.66
2012-12-28,91.78,76.02,86.81
2012-12-31,92.85,78.43,89.61
2013-01-02,94.78,77.44,93.5
2013-01-03,94.67,75.29,94.4
2013-01-04,95.37,74.8,94.92
2013-01-07,95.49,75.04,95.21
2013-01-08,95.5,73.87,94
2013-01-09,96.41,74.79,94.44
2013-01-10,96.89,74.33,95.08
2013-01-11,96.28,71.68,95.19
2013-01-14,97.08,69.42,94.63
2013-01-15,97.29,72.3,95.67
2013-01-16,97.6,71.81,95.19
2013-01-17,98.08,71.43,95.7
2013-01-18,98.74,72.11,97.62
2013-01-22,99.33,73.43,97.72
2013-01-23,99.49,64.36,96.85
2013-01-24,99.67,62.84,96.6
2013-01-25,100.59,64.26,95.58
2013-01-28,100.65,65.47,97.45
2013-01-29,101.81,65.26,98.6
2013-01-30,100.8,65.07,98.65
2013-01-31,100.55,64.8,98.39
2013-02-01,101.56,63.19,99.49
2013-02-04,100.77,65.41,98.26
2013-02-05,101.49,65.34,98.44
2013-02-06,102.69,66.89,97.7
2013-02-07,102.22,67.85,96.11
2013-02-08,102.66,68.56,96.85
2013-02-11,102.62,66.84,96.6
2013-02-12,103.46,66.72,97.22
2013-02-13,102.86,66.66,96.38
2013-02-14,102.78,65.74,96.07
2013-02-15,103.23,65.71,95.61
2013-02-19,104.18,64.12,95.6
2013-02-20,103.15,63.72,93.22
2013-02-21,102.72,64.4,91.53
2013-02-22,103.54,63.26,91.54
2013-02-25,101.75,64.14,89.16
2013-02-26,102.31,63.51,89.95
2013-02-27,103.57,63.06,92.25
2013-02-28,104,61.5,92.37
2013-03-01,103.77,60.01,91.36
2013-03-04,103.28,61.59,89.75
2013-03-05,104.45,60.81,90.21
2013-03-06,104.66,61.51,89.64
2013-03-07,104.54,61.67,89.65
2013-03-08,105.71,62.55,90.51
2013-03-11,105.81,61.2,91.18
2013-03-12,105.13,61.19,89.74
2013-03-13,105.09,61.79,89.28
2013-03-14,106.02,63.38,88.7
2013-03-15,106.4,65.1,88.83
2013-03-18,105.41,64.93,89.36
2013-03-19,105.18,64.58,88.27
2013-03-20,105.66,64.68,86.94
2013-03-21,104.94,65.99,86.83
2013-03-22,106.42,66.23,87.48
2013-03-25,105.17,65.88,86.64
2013-03-26,106.07,64.58,87
2013-03-27,105.29,63.24,86.9
2013-03-28,106.31,61.27,86.97
2013-04-01,105.65,61.4,85.64
2013-04-02,106.52,61.71,84.88
2013-04-03,105.68,61.1,84.12
2013-04-04,105.82,60.46,84.63
2013-04-05,105.78,60.89,84.6
2013-04-08,105.75,61,84.19
2013-04-09,105.95,62.24,85.9
2013-04-10,107.69,62.05,86.57
2013-04-11,108.25,61.4,85.7
2013-04-12,107.68,59.98,85.05
2013-04-15,105.76,60.89,82.27
2013-04-16,106.15,57.54,82.61
2013-04-17,105.48,56.01,81.47
2013-04-18,104.98,55.79,80.46
2013-04-19,105.71,56.95,80.43
2013-04-22,105.8,58.02,82.71
2013-04-23,107.39,57.92,84.1
2013-04-24,107.87,58.34,83.78
2013-04-25,104.88,59.6,84.51
2013-04-26,103.79,61.45,84.68
2013-04-29,103.83,63.25,84.8
2013-04-30,104.71,62.76,84.67
2013-05-01,104.55,63.65,83.08
2013-05-02,106.04,64.28,84.26
2013-05-03,107.83,65.82,86.98
2013-05-06,107.84,65.52,87.59
2013-05-07,108.01,66.26,89.79
2013-05-08,108.2,65.25,90.31
2013-05-09,109.92,64.71,89.95
2013-05-10,110.48,64.96,88.62
2013-05-13,110.5,63.41,88.07
2013-05-14,110.59,61.26,87.55
2013-05-15,111.5,62.08,87
2013-05-16,111.07,61.89,86.78
2013-05-17,111.39,63.28,87.67
2013-05-20,111.72,62.81,88.33
2013-05-21,112.01,63.05,88.1
2013-05-22,110.79,63.16,87.7
2013-05-23,110.41,63.59,86.95
2013-05-24,110.27,63.06,86.21
2013-05-28,111.59,63.56,86.19
2013-05-29,111.13,64.51,86.49
2013-05-30,111.42,64.25,86.41
2013-05-31,110.27,64.39,85.8
2013-06-03,110.61,64.19,86.13
2013-06-04,110.02,63.59,85.92
2013-06-05,108.59,62.64,84.42
2013-06-06,108.67,63.12,84
2013-06-07,111.11,62.7,84.65
2013-06-10,110.81,62.51,83.8
2013-06-11,110.22,61.74,83.52
2013-06-12,109.03,62.28,83.21
2013-06-13,111.2,61.44,85.14
2013-06-14,111.03,61.71,83.87
2013-06-17,111.91,61.68,83.92
2013-06-18,112.97,60.43,84.55
2013-06-19,111.57,59.55,84.25
2013-06-20,108.78,59.07,83.2
2013-06-21,109.59,57.51,83.12
2013-06-24,107.5,57.52,81.52
2013-06-25,108.24,56.87,82.33
2013-06-26,109.68,56.25,82.1
2013-06-27,110.24,56.65,82.96
2013-06-28,109.35,58.46,82.49
2013-07-01,109.31,59.78,82.72
2013-07-02,108.73,60.11,82.48
2013-07-03,109.45,59.63,81.85
2013-07-05,111.54,59.29,82.14
2013-07-08,112.13,60.34,83.2
2013-07-09,113.35,60.1,85.33
2013-07-10,113.43,61.04,84.96
2013-07-11,114.53,60.93,86.7
2013-07-12,115.14,61.06,87.17
2013-07-15,114.85,61.46,87.4
2013-07-16,114.34,61.47,88.17
2013-07-17,114.64,61.68,86.67
2013-07-18,115.48,60.71,85.72
2013-07-19,116.19,60.9,85.65
2013-07-22,116.28,59.86,86
2013-07-23,116.75,62.93,85.52
2013-07-24,116.33,62.64,83.44
2013-07-25,116.55,63,82.14
2013-07-26,116.91,63.97,82.06
2013-07-29,116.61,64.76,83.02
2013-07-30,116.84,64.65,83.19
2013-07-31,117.43,65.24,82.91
2013-08-01,118.41,66.08,84.44
2013-08-02,118.26,67.06,84.3
2013-08-05,117.92,66.46,83.56
2013-08-06,117.5,66.43,82.53
2013-08-07,117.83,65.86,82.43
2013-08-08,118.68,64.92,83.96
2013-08-09,118.31,66.77,84.51
2013-08-12,118.38,69.94,86.32
2013-08-13,118.67,71.21,86.57
2013-08-14,117.62,71.13,85.82
2013-08-15,115.85,71.76,85.86
2013-08-16,115.9,72.53,85.16
2013-08-19,115.61,71.58,84.2
2013-08-20,115.42,71.77,83.86
2013-08-21,113.42,71.85,82.94
2013-08-22,114.67,71.57,84.17
2013-08-23,114.4,71.85,83.89
2013-08-26,114.33,69.8,83.56
2013-08-27,112.73,70.13,82.7
2013-08-28,113,70.24,82.45
2013-08-29,113.32,69.6,82.53
2013-08-30,113.58,69.8,82.54
2013-09-03,113.22,71.24,82.51
2013-09-04,114.55,70.75,83.54
2013-09-05,114.87,71.17,82.95
2013-09-06,115.04,72.31,83.39
2013-09-09,116.74,70.66,85.59
2013-09-10,117.59,66.82,86.61
2013-09-11,118.71,67.53,87.13
2013-09-12,118.2,66.41,86.84
2013-09-13,118.6,64.3,87.01
2013-09-16,119.23,65.05,87.18
2013-09-17,119.93,66.38,87.07
2013-09-18,121.29,67.47,87.84
2013-09-19,121.57,66.77,87.75
2013-09-20,120.01,70.09,84.75
2013-09-23,121.11,69.87,85.03
2013-09-24,120.8,68.79,85.11
2013-09-25,120.2,69.46,84.5
2013-09-26,120.66,68.96,84.2
2013-09-27,120.22,68.11,83.8
2013-09-30,119.41,69.71,83.4
2013-10-01,119.62,69.94,83.76
2013-10-02,119.2,69.06,84.07
2013-10-03,118.55,69,83.97
2013-10-04,119.4,69.68,84.2
2013-10-07,118.69,68.71,83.53
2013-10-08,117.16,69.51,82.85
2013-10-09,117.57,69.95,83.52
2013-10-10,119.34,70.4,84.73
2013-10-11,120.72,70.86,85.61
2013-10-14,121.4,71.24,86.24
2013-10-15,119.82,71.59,85.75
2013-10-16,120.94,72.07,86.27
2013-10-17,122.62,72.7,85.85
2013-10-18,122.84,74.48,87.34
2013-10-21,123.25,74.27,87.7
2013-10-22,123.8,74.99,89.17
2013-10-23,123.2,75.99,83.76
2013-10-24,123.49,75.14,84.53
2013-10-25,124.42,75.7,84.77
2013-10-28,124.92,73.81,84.28
2013-10-29,125.28,74.98,84.07
2013-10-30,124.79,74.67,83.49
2013-10-31,125.85,74.29,83.36
2013-11-01,125.9,75.25,83.59
2013-11-04,126.32,75.06,83.89
2013-11-05,126.12,74.42,84.05
2013-11-06,127.13,73.21,84.22
2013-11-07,126.41,74.37,83.65
2013-11-08,127.99,74.15,84.24
2013-11-11,127.95,74.29,84.15
2013-11-12,128.36,74.38,83.85
2013-11-13,128.59,75.45,84.2
2013-11-14,129.79,75,83.76
2013-11-15,129.85,74.09,83.74
2013-11-18,130.13,74.22,84.04
2013-11-19,130.05,73.57,83.67
2013-11-20,129.18,74.45,82.68
2013-11-21,130.35,74.26,82.12
2013-11-22,131.02,74.82,82.88
2013-11-25,131.23,76.2,84.4
2013-11-26,132.15,77.99,84.36
2013-11-27,133.5,79.44,84.67
2013-11-29,133.51,78.75,84.6
2013-12-02,127.68,80.9,84.25
2013-12-03,126.6,80.71,83.87
2013-12-04,126.46,81.13,83.97
2013-12-05,126.83,80,84.41
2013-12-06,128.61,80.92,85.5
2013-12-09,128.57,80.79,86.09
2013-12-10,127.55,80.19,86.42
2013-12-11,126.77,80.08,85.28
2013-12-12,126.58,79.2,85.57
2013-12-13,126.43,79.64,86.05
2013-12-16,127.66,79.28,87.38
2013-12-17,131.39,78.68,86.92
2013-12-18,135.8,77.78,88.17
2013-12-19,136.41,78.43,87.54
2013-12-20,136.72,81.44,88.93
2013-12-23,136.8,81.1,89.96
2013-12-24,136.99,80.56,90.91
2013-12-26,138.29,80.01,91.15
2013-12-27,139.35,79.22,90.87
2013-12-30,139.42,80.15,90.87
2013-12-31,140.25,79.02,90.81
2014-01-02,138.13,77.28,89.87
2014-01-03,138.45,77.7,89.82
2014-01-06,137.63,77.15,88.64
2014-01-07,137.65,77.64,88.93
2014-01-08,136.63,76.65,89.14
2014-01-09,136.45,76.13,89.71
2014-01-10,136.18,76.53,90.51
2014-01-13,134.68,78.06,89.89
2014-01-14,137.41,79.62,90.56
2014-01-15,138.44,79.18,92.41
2014-01-16,138.16,77.24,92.01
2014-01-17,137.31,78.44,91.44
2014-01-21,136.99,78.79,90.6
2014-01-22,136.48,79.45,89.64
2014-01-23,134.71,78.01,88.48
2014-01-24,130.22,78.64,86.17
2014-01-27,128.96,72.36,91.29
2014-01-28,129.81,71.54,92.47
2014-01-29,130.25,71.4,90.62
2014-01-30,128.05,71.51,93.2
2014-01-31,128.19,71.65,93.91
2014-02-03,123.9,72.68,92.42
2014-02-04,126.72,73.23,92.5
2014-02-05,127.36,73.22,91.96
2014-02-06,128.9,74.24,93.83
2014-02-07,130.33,75.57,94.87
2014-02-10,129.7,76.57,94.5
2014-02-11,130.98,76.56,94.96
2014-02-12,130.44,77.78,96.17
2014-02-13,130.14,77.71,96.11
2014-02-14,132.12,78,96.55
2014-02-18,131.8,76.77,96.56
2014-02-19,130.56,75.88,96.21
2014-02-20,131.56,75.04,96.92
2014-02-21,131.57,75.36,97.5
2014-02-24,132.2,74.58,97.32
2014-02-25,132.93,73.91,96.41
2014-02-26,132.86,75.38,97.2
2014-02-27,134.34,75.18,96.7
2014-02-28,134.73,75.39,96.97
2014-03-03,132.21,75.89,96.31
2014-03-04,132.68,76.05,97.02
2014-03-05,133.85,75.82,96.37
2014-03-06,134.08,75.78,97.6
2014-03-07,134.11,75.85,97.05
2014-03-10,133.56,76.58,96.75
2014-03-11,132.51,76.66,96.84
2014-03-12,132.57,75.81,96.82
2014-03-13,130.81,74.96,95.61
2014-03-14,129.83,75.25,95.39
2014-03-17,132.27,75.91,95.67
2014-03-18,132.74,75.89,96.41
2014-03-19,131.23,75.53,96.04
2014-03-20,132.43,76.12,96.21
2014-03-21,133.12,77.03,97.39
2014-03-24,132.42,77.86,96.85
2014-03-25,134.06,77.11,98.59
2014-03-26,133.09,76.78,97.8
2014-03-27,132.84,76.69,98.45
2014-03-28,134.2,76.68,99.39
2014-03-31,135.66,77.38,99.37
2014-04-01,136.53,77.51,99.81
2014-04-02,136,76.97,102.63
2014-04-03,136.14,75.97,102.55
2014-04-04,135.86,74.78,102.17
2014-04-07,134.4,74.78,101.11
2014-04-08,134.84,75.76,102.39
2014-04-09,135.84,74.78,102.99
2014-04-10,133.97,74.23,102.26
2014-04-11,132.39,74.53,101.45
2014-04-14,133.15,73.99,102.78
2014-04-15,134.09,74.14,102.5
2014-04-16,136.77,74.99,102.93
2014-04-17,137.73,75.88,102.83
2014-04-21,138.62,75.96,102.64
2014-04-22,138.89,74.96,103.69
2014-04-23,137.99,81.11,103.38
2014-04-24,136.65,81.71,105.28
2014-04-25,136.56,84.87,104.69
2014-04-28,137.23,84.62,104.26
2014-04-29,137.55,84.3,105.3
2014-04-30,139.09,84.5,105.4
2014-05-01,140.81,84.65,105.07
2014-05-02,140.12,85.85,105.01
2014-05-05,140.61,84.92,104.52
2014-05-06,139.29,84.62,103.87
2014-05-07,141.14,84,104.62
2014-05-08,140.83,83.65,104.94
2014-05-09,141.34,84.69,105.06
2014-05-12,142.82,84.82,106.2
2014-05-13,142.43,84.84,107.15
2014-05-14,141.6,84.12,106.53
2014-05-15,140.98,85.36,104.99
2014-05-16,141.13,86.37,106.03
2014-05-19,141.67,86.39,105.39
2014-05-20,140.23,86.62,101.56
2014-05-21,140.66,86.75,102.88
2014-05-22,140.31,87.73,103.08
2014-05-23,141.14,89.38,104.03
2014-05-27,141.44,89.14,103.68
2014-05-28,141.43,90.77,102.91
2014-05-29,142.39,90.43,103.6
2014-05-30,142.55,89.81,102.23
2014-06-02,142.32,91.08,103.76
2014-06-03,142.89,92.12,104.49
2014-06-04,142.26,92.48,104.31
2014-06-05,143.71,92.22,106.96
2014-06-06,144.64,93.7,108.18
2014-06-09,145.32,94.25,108.75
2014-06-10,144.97,93.86,109.31
2014-06-11,144.41,92.29,108.69
2014-06-12,143.07,91.28,106.65
2014-06-13,143.36,92.2,106.77
2014-06-16,143.32,92.08,106.81
2014-06-17,143.69,92.18,106.67
2014-06-18,144.33,91.86,107.48
2014-06-19,144.49,90.91,107.25
2014-06-20,145.16,90.83,109.38
2014-06-23,144.09,90.28,108.78
2014-06-24,143.09,90.36,107.81
2014-06-25,143.65,90.9,108.44
2014-06-26,143.73,91.98,108.52
2014-06-27,143.69,92.93,108.78
2014-06-30,143.24,93.52,108.67
2014-07-01,144.56,93.48,109.17
2014-07-02,145.23,94.03,109.56
2014-07-03,145.41,95.97,111.08
2014-07-07,144.91,95.35,110.16
2014-07-08,144.56,95.39,109.46
2014-07-09,144.68,95.04,110.14
2014-07-10,143.89,95.22,109.36
2014-07-11,144.31,96.45,109.96
2014-07-14,145,95.32,110.09
2014-07-15,145.06,94.78,109.85
2014-07-16,146.17,93.09,111.4
2014-07-17,143.54,94.43,109.07
2014-07-18,144.83,93.94,110.17
2014-07-21,144.3,94.72,110.23
2014-07-22,145.12,97.19,110.06
2014-07-23,144.68,97.03,108.38
2014-07-24,145.13,97.67,105.04
2014-07-25,145.12,99.02,104.85
2014-07-28,145.53,98.38,104.15
2014-07-29,144.02,98.15,104.69
2014-07-30,143.74,95.6,103.38
2014-07-31,140.89,96.13,100.75
2014-08-01,140.11,95.59,100.52
2014-08-04,140.75,95.12,101.81
2014-08-05,139.78,94.96,101.5
2014-08-06,139.55,94.48,101.49
2014-08-07,139.13,94.74,101.94
2014-08-08,140.85,95.99,103.28
2014-08-11,140.58,95.97,104.5
2014-08-12,140.88,97.24,104.33
2014-08-13,141.8,97.5,105.16
2014-08-14,142.34,97.98,105.66
2014-08-15,141.92,99.16,105.74
2014-08-18,144.12,100.53,106.98
2014-08-19,144.25,100.57,107.3
2014-08-20,144.6,100.58,107.7
2014-08-21,144.5,101.32,107.97
2014-08-22,144.13,101.54,107.31
2014-08-25,144.7,100.89,107.97
2014-08-26,144.6,102.13,108.06
2014-08-27,143.94,102.25,108.55
2014-08-28,143.98,102.5,108.65
2014-08-29,144,103.3,109.07
2014-09-02,144.22,98.94,108.92
2014-09-03,143.82,98.12,108.46
2014-09-04,143.61,98.97,108.82
2014-09-05,144.2,98.36,108.54
2014-09-08,144.89,97.99,107.91
2014-09-09,144.46,101,107.4
2014-09-10,144.64,101.43,105.93
2014-09-11,144.35,101.66,105.59
2014-09-12,143.94,101.63,105.02
2014-09-15,144.48,100.86,104.86
2014-09-16,144.85,101.58,104.86
2014-09-17,145.37,101.79,103.99
2014-09-18,146.84,100.96,104.34
2014-09-19,146.69,101.06,102.51
2014-09-22,145.71,102.64,100.9
2014-09-23,144.37,101.75,99.99
2014-09-24,144.88,97.87,101.2
2014-09-25,142.48,100.75,99.51
2014-09-26,142.42,100.11,100.38
2014-09-29,142.19,100.75,99.83
2014-09-30,141.68,99.18,99.03
2014-10-01,139.18,99.9,97.61
2014-10-02,138.67,99.62,97.41
2014-10-03,140.17,99.62,97.39
2014-10-06,140.34,98.75,98
2014-10-07,137.68,100.8,94.7
2014-10-08,141.41,101.02,96.65
2014-10-09,138.64,100.73,93.5
2014-10-10,133.83,99.81,93.13
2014-10-13,132.9,98.75,91.68
2014-10-14,134.18,97.54,92.8
2014-10-15,134.22,96.26,92.59
2014-10-16,135.05,97.67,93.24
2014-10-17,137.4,99.76,95.05
2014-10-20,137.6,102.47,94.03
