Date,MMM,AAPL,CAT
2008-12-04,59.14,13.06,37.52
2008-12-05,59.85,13.43,38.26
2008-12-08,57.38,14.25,42.42
2008-12-09,56.15,14.29,42.38
2008-12-10,57.52,14.03,43.67
2008-12-11,55.14,13.57,42.2
2008-12-12,56.04,14.04,42.08
2008-12-15,55.63,13.54,42.21
2008-12-16,58.32,13.63,43.8
2008-12-17,58.58,12.74,44.65
2008-12-18,56.71,12.78,42.16
2008-12-19,56.62,12.86,42.69
2008-12-22,56.37,12.25,41.78
2008-12-23,55.44,12.34,41.13
2008-12-24,55.5,12.15,41.91
2008-12-26,55.74,12.26,42.72
2008-12-29,55.37,12.37,42.34
2008-12-30,57.17,12.33,43.66
2008-12-31,57.54,12.19,44.67
2009-01-02,59.19,12.96,46.91
2009-01-05,58.5,13.51,46.08
2009-01-06,59.19,13.29,45.8
2009-01-07,58.07,13,43.67
2009-01-08,58.58,13.24,44.02
2009-01-09,57.74,12.94,43.2
2009-01-12,57.08,12.67,41.19
2009-01-13,56.25,12.53,41.4
2009-01-14,55.04,12.19,39.35
2009-01-15,55.17,11.91,39.39
2009-01-16,56.42,11.76,39.55
2009-01-20,53.92,11.17,38.32
2009-01-21,54.24,11.83,39.55
2009-01-22,54.06,12.62,37.23
2009-01-23,52.9,12.62,35.66
2009-01-26,53.56,12.81,32.67
2009-01-27,53.99,12.96,32.32
2009-01-28,55.42,13.46,33
2009-01-29,56.55,13.29,31.85
2009-01-30,53.79,12.88,30.85
2009-02-02,50.62,13.07,30.29
2009-02-03,51.64,13.28,29.99
2009-02-04,50.84,13.36,30.6
2009-02-05,51.55,13.78,31.61
2009-02-06,52.39,14.25,33.28
2009-02-09,54.11,14.64,32.72
2009-02-10,51.08,13.98,30.92
2009-02-11,51.29,13.83,31.13
2009-02-12,49.97,14.18,31.02
2009-02-13,49.42,14.17,30.94
2009-02-17,47.42,13.5,28.98
2009-02-18,47.14,13.48,28.44
2009-02-19,47.07,12.95,27.02
2009-02-20,47.25,13,26.66
2009-02-23,45.41,12.42,25.12
2009-02-24,47.4,12.89,26.04
2009-02-25,46.61,13.02,25.03
2009-02-26,46.33,12.74,24.23
2009-02-27,45.46,12.76,24.61
2009-03-02,42.84,12.56,22.17
2009-03-03,43.12,12.62,22.47
2009-03-04,44.82,13.02,25.44
2009-03-05,42.51,12.69,23.49
2009-03-06,41.83,12.19,23.23
2009-03-09,42.07,11.87,23.92
2009-03-10,45.49,12.66,26.51
2009-03-11,46.8,13.24,26.31
2009-03-12,48,13.76,27.02
2009-03-13,48,13.7,26.78
2009-03-16,47.47,13.63,26.42
2009-03-17,48.76,14.24,26.83
2009-03-18,49.2,14.5,27.47
2009-03-19,47.47,14.52,28.41
2009-03-20,45.93,14.51,27.07
2009-03-23,49.32,15.38,29.63
2009-03-24,48.3,15.21,29.4
2009-03-25,49.02,15.21,28.91
2009-03-26,51.03,15.7,30.78
2009-03-27,50.33,15.26,30.35
2009-03-30,48.65,14.93,27.53
2009-03-31,49.72,15.02,27.96
2009-04-01,50.65,15.53,28.99
2009-04-02,52.13,16.1,31.54
2009-04-03,52.11,16.57,32.15
2009-04-06,52.08,16.92,31.31
2009-04-07,50.8,16.43,29.45
2009-04-08,51.38,16.62,29.57
2009-04-09,53.13,17.08,32.52
2009-04-13,53.35,17.17,33.16
2009-04-14,52.94,16.9,32.7
2009-04-15,53.73,16.81,33.02
2009-04-16,54.76,17.35,32.71
2009-04-17,53.81,17.63,32.29
2009-04-20,51.97,17.21,30.48
2009-04-21,53.29,17.39,31.39
2009-04-22,53.06,17.36,32.45
2009-04-23,54.21,17.91,32.45
2009-04-24,57,17.7,33.63
2009-04-27,57.35,17.82,33.39
2009-04-28,56.55,17.7,32.78
2009-04-29,57.52,17.88,33.69
2009-04-30,57.6,17.98,35.58
2009-05-01,57.88,18.18,37.26
2009-05-04,58.48,18.87,38.48
2009-05-05,58.43,18.96,39.41
2009-05-06,59.14,18.93,40
2009-05-07,58.77,18.44,37.92
2009-05-08,60.09,18.46,39.64
2009-05-11,59.11,18.51,38.43
2009-05-12,59.53,17.77,38.06
2009-05-13,56.94,17.07,36.08
2009-05-14,57.94,17.56,36.07
2009-05-15,57.92,17.49,35.74
2009-05-18,59.23,18.09,37.78
2009-05-19,59,18.21,37.67
2009-05-20,58.2,17.98,37.3
2009-05-21,56.55,17.74,35.54
2009-05-22,56.07,17.5,34.31
2009-05-26,57.91,18.68,35
2009-05-27,56.04,19.01,35.05
2009-05-28,56.55,19.3,34.59
2009-05-29,57.1,19.4,35.46
2009-06-01,59.29,19.91,37.55
2009-06-02,59.96,19.93,37.45
2009-06-03,59.5,20.14,36.66
2009-06-04,59.85,20.53,38.02
2009-06-05,60.94,20.67,38.47
2009-06-08,60.69,20.55,38.57
2009-06-09,60.34,20.39,38.24
2009-06-10,60.46,20.04,37.62
2009-06-11,60.58,19.99,37.61
2009-06-12,61,19.57,37.73
2009-06-15,59.31,19.44,36.12
2009-06-16,58.41,19.48,35.56
2009-06-17,59.04,19.37,34.8
2009-06-18,59.31,19.41,34.08
2009-06-19,59.37,19.93,33.65
2009-06-22,57.47,19.62,32.36
2009-06-23,57.06,19.14,33
2009-06-24,57.48,19.46,33.4
2009-06-25,58.9,19.98,34.49
2009-06-26,59.26,20.35,34.56
2009-06-29,59.96,20.28,34.74
2009-06-30,60.1,20.35,33.04
2009-07-01,60.74,20.4,33.19
2009-07-02,60.25,20,31.74
2009-07-06,60.67,19.8,31.7
2009-07-07,58.76,19.34,30.29
2009-07-08,59.02,19.6,30.58
2009-07-09,59.09,19.48,30.65
2009-07-10,59.79,19.79,30.53
2009-07-13,60.49,20.33,31.8
2009-07-14,60.63,20.32,31.93
2009-07-15,62,20.98,33.84
2009-07-16,63.4,21.07,34.15
2009-07-17,62.92,21.68,33.99
2009-07-20,63.84,21.84,36.65
2009-07-21,64.2,21.64,39.46
2009-07-22,64.67,22.39,38.66
2009-07-23,69.43,22.55,41.26
2009-07-24,69.42,22.86,42
2009-07-27,69.91,22.87,42.86
2009-07-28,69.88,22.86,42.9
2009-07-29,68.72,22.86,41.83
2009-07-30,69.9,23.26,43.41
2009-07-31,70.52,23.34,44.06
2009-08-03,72.14,23.78,45.12
2009-08-04,72.03,23.65,47.89
2009-08-05,71.83,23.59,46.64
2009-08-06,72.4,23.42,47.14
2009-08-07,72.9,23.64,47.78
2009-08-10,70.91,23.53,47.15
2009-08-11,71.34,23.26,46.28
2009-08-12,72.33,23.62,47.58
2009-08-13,72.6,24.06,47.17
2009-08-14,71.32,23.83,46
2009-08-17,70.08,22.8,43.95
2009-08-18,70.35,23.43,45.11
2009-08-19,70.79,23.51,45.17
2009-08-20,71.23,23.76,45.5
2009-08-21,72.64,24.17,47.3
2009-08-24,72.56,24.15,47.56
2009-08-25,72.68,24.2,47.83
2009-08-26,71.42,23.92,47.25
2009-08-27,71.63,24.21,47.08
2009-08-28,71.92,24.29,46.71
2009-08-31,72.1,24.03,45.31
2009-09-01,70.12,23.61,43.84
2009-09-02,70.58,23.6,43.51
2009-09-03,71.02,23.79,45.04
2009-09-04,71.35,24.33,46.11
2009-09-08,71.69,24.7,46.97
2009-09-09,73.18,24.45,48.41
2009-09-10,74.39,24.65,48.69
2009-09-11,74,24.59,48.53
2009-09-14,74.56,24.82,48.77
2009-09-15,74.68,25.02,51.7
2009-09-16,75.38,25.98,52.62
2009-09-17,74.89,26.36,53.89
2009-09-18,74.62,26.43,53.42
2009-09-21,74.54,26.29,52.46
2009-09-22,74.97,26.35,54.34
2009-09-23,74.42,26.5,53.14
2009-09-24,74.1,26.26,51.85
2009-09-25,73.8,26.05,51.2
2009-09-28,75.01,26.59,52.18
2009-09-29,73.94,26.48,51.6
2009-09-30,73.8,26.48,51.33
2009-10-01,72.55,25.84,49.45
2009-10-02,71.93,26.41,48.83
2009-10-05,73.02,26.57,50.75
2009-10-06,73.93,27.14,51.7
2009-10-07,73.14,27.18,51.9
2009-10-08,74.53,27.04,53.09
2009-10-09,74.73,27.21,53.64
2009-10-12,74.88,27.26,53.05
2009-10-13,74.65,27.15,52.74
2009-10-14,76.57,27.33,54.51
2009-10-15,76.77,27.22,54.77
2009-10-16,76.02,26.86,54.57
2009-10-19,76.32,27.12,57.85
2009-10-20,75.95,28.39,59.61
2009-10-21,76.33,29.27,58.4
2009-10-22,78.79,29.31,58.74
2009-10-23,77.82,29.13,57.6
2009-10-26,76.82,28.93,57.07
2009-10-27,76,28.2,56.69
2009-10-28,74.46,27.49,54.43
2009-10-29,75.48,28.05,57.25
2009-10-30,73.57,26.93,55.06
2009-11-02,74.28,27.04,55.49
2009-11-03,74.06,26.96,56.46
2009-11-04,74.07,27.26,56.22
2009-11-05,75.46,27.72,57.99
2009-11-06,75.41,27.76,57.6
2009-11-09,77.2,28.78,60
2009-11-10,77.99,29,59.96
2009-11-11,77.96,29.04,60.06
2009-11-12,77.21,28.86,58.57
2009-11-13,77.32,29.21,58.78
2009-11-16,78.02,29.52,60.4
2009-11-17,78.78,29.57,59.88
2009-11-18,77.8,29.42,59.41
2009-11-19,77.25,28.64,58.61
2009-11-20,76.64,28.56,57.95
2009-11-23,77.73,29.41,58.14
2009-11-24,77.61,29.21,58
2009-11-25,77.91,29.17,59.04
2009-11-27,76.75,28.66,57.45
2009-11-30,77.44,28.56,58.39
2009-12-01,78.63,28.14,59.68
2009-12-02,78.41,28.03,58.94
2009-12-03,77.15,28.07,58.2
2009-12-04,78.24,27.62,58.3
2009-12-07,77.91,26.99,57.56
2009-12-08,77.11,27.12,56.38
2009-12-09,79.74,28.26,56.18
2009-12-10,80.68,28.06,56.94
2009-12-11,81.75,27.81,57.51
2009-12-14,81.91,28.14,58.3
2009-12-15,82.7,27.74,58.2
2009-12-16,81.72,27.86,58.23
2009-12-17,80.47,27.41,57.53
2009-12-18,80.97,27.92,57.19
2009-12-21,81.43,28.32,57.6
2009-12-22,81.96,28.62,57.89
2009-12-23,82.19,28.87,58.32
2009-12-24,82.55,29.86,58.33
2009-12-28,83.45,30.23,58.51
2009-12-29,84.13,29.87,58.18
2009-12-30,83.9,30.23,58.05
2009-12-31,82.67,30.1,56.99
2010-01-04,83.02,30.57,58.55
2010-01-05,82.5,30.63,59.25
2010-01-06,83.67,30.14,59.43
2010-01-07,83.73,30.08,59.67
2010-01-08,84.32,30.28,60.34
2010-01-11,83.98,30.02,64.13
2010-01-12,84.05,29.67,62.24
2010-01-13,83.78,30.09,62.33
2010-01-14,83.5,29.92,61.98
2010-01-15,83.37,29.42,60.12
2010-01-19,85.12,30.72,60.93
2010-01-20,84.72,30.25,59.76
2010-01-21,82.7,29.72,56.85
2010-01-22,81.48,28.25,54.25
2010-01-25,81.83,29.01,55.14
2010-01-26,81.63,29.42,55.85
2010-01-27,82.3,29.7,53.44
2010-01-28,80.75,28.47,51.86
2010-01-29,80.49,27.44,52.24
2010-02-01,80.44,27.82,52.94
2010-02-02,80.43,27.98,53.55
2010-02-03,81.5,28.46,53.39
2010-02-04,79.21,27.44,51.4
2010-02-05,78.54,27.92,51.75
2010-02-08,77.53,27.73,50.78
2010-02-09,78.72,28.03,53.53
2010-02-10,78.62,27.87,53.15
2010-02-11,80.27,28.38,56.15
2010-02-12,79.18,28.63,56.2
2010-02-16,80.47,29.06,57.12
2010-02-17,80.14,28.94,57.5
2010-02-18,81.11,28.99,57.81
2010-02-19,81.52,28.81,58.25
2010-02-22,80.68,28.63,58.03
2010-02-23,79.71,28.15,56.66
2010-02-24,80.07,28.66,56.96
2010-02-25,79.74,28.86,56.79
2010-02-26,80.15,29.23,57.05
2010-03-01,80.58,29.86,57.85
2010-03-02,81.13,29.84,58.15
2010-03-03,81,29.9,58.57
2010-03-04,81.02,30.1,58.45
2010-03-05,82.44,31.28,59.23
2010-03-08,81.31,31.3,58.91
2010-03-09,81.99,31.86,59.18
2010-03-10,81.56,32.12,58.78
2010-03-11,81.26,32.21,58.9
2010-03-12,81.38,32.37,60.36
2010-03-15,81.26,31.98,59.47
2010-03-16,81.66,32.06,59.45
2010-03-17,82.18,32.02,60.22
2010-03-18,83.67,32.09,59.77
2010-03-19,81.96,31.75,59.37
2010-03-22,81.84,32.11,59.95
2010-03-23,82.35,32.62,62.41
2010-03-24,81.61,32.77,62.06
2010-03-25,80.93,32.38,62.14
2010-03-26,81,32.99,62.44
2010-03-29,81.36,33.2,63.48
2010-03-30,84.28,33.69,63.16
2010-03-31,83.57,33.57,62.85
2010-04-01,83.85,34.07,63.99
2010-04-05,84.19,34.22,64.99
2010-04-06,84.35,34.37,65.29
2010-04-07,83.66,34.28,64.47
2010-04-08,82.95,34.54,64.48
2010-04-09,83.49,34.61,65.27
2010-04-12,83.28,34.63,66.73
2010-04-13,83.94,35.1,66.19
2010-04-14,84.39,35.56,67.28
2010-04-15,85,35.34,68.22
2010-04-16,83.76,35.3,66.88
2010-04-19,83.9,34.94,66.99
2010-04-20,85.27,37.03,67.5
2010-04-21,85.7,38.07,67.75
2010-04-22,86.05,38.69,67.51
2010-04-23,86.58,38.5,68.78
2010-04-26,87.44,37.43,71.65
2010-04-27,87.97,37.37,68.53
2010-04-28,88.24,38.38,68.97
2010-04-29,89.33,37.3,70.75
2010-04-30,88.67,38.05,68.09
2010-05-03,89.81,36.95,69.94
2010-05-04,87.68,36.57,66.7
2010-05-05,86.59,35.18,65.96
2010-05-06,84.24,33.69,63.5
2010-05-07,82.63,36.28,62.1
2010-05-10,85.97,36.65,66.69
2010-05-11,85.04,37.44,66.07
2010-05-12,86.44,36.91,68.15
2010-05-13,85.59,36.26,66.91
2010-05-14,84.68,36.32,64.88
2010-05-17,84.68,36.05,63.78
2010-05-18,84.02,35.48,63.19
2010-05-19,82.54,33.97,61.44
2010-05-20,79.58,34.62,58.67
2010-05-21,80.7,35.25,60.09
2010-05-24,79.59,35.03,59.22
2010-05-25,79.47,34.87,59.21
2010-05-26,79.17,36.19,59.73
2010-05-27,81.43,36.7,62.06
2010-05-28,79.31,37.26,60.76
2010-06-01,78.07,37.71,59.27
2010-06-02,78.74,37.59,60.86
2010-06-03,78.34,36.57,61.11
2010-06-04,76.1,35.85,57.76
2010-06-07,74.74,35.62,55.83
2010-06-08,74.92,34.74,56.61
2010-06-09,74.79,35.79,56.81
2010-06-10,77.43,36.22,59.95
2010-06-11,78.3,36.33,60.23
2010-06-14,78.14,37.1,61
2010-06-15,79.77,38.18,63.46
2010-06-16,80.88,38.84,64.39
2010-06-17,81.03,39.15,64.95
2010-06-18,81.18,38.6,65.85
2010-06-21,81.47,39.12,66.07
2010-06-22,80.03,38.71,64.11
2010-06-23,80.12,38.43,64.33
2010-06-24,78.18,38.1,63.37
2010-06-25,78.9,38.33,64.71
2010-06-28,78.98,36.6,64.4
2010-06-29,78.49,35.93,60.85
2010-06-30,78.99,35.5,60.07
2010-07-01,78.55,35.28,59.97
2010-07-02,77.67,35.52,59.18
2010-07-06,78.14,36.95,59.81
2010-07-07,80.52,36.87,62.18
2010-07-08,81.22,37.09,63.17
2010-07-09,82.16,36.76,64.72
2010-07-12,82.26,35.97,64.28
2010-07-13,83.55,36.1,66.79
2010-07-14,83.05,35.92,66.7
2010-07-15,83.06,35.7,66.51
2010-07-16,80.95,35.08,63.94
2010-07-19,81.22,35.98,64.8
2010-07-20,82.19,36.32,66.43
2010-07-21,82.3,37,66.87
2010-07-22,84.75,37.13,68
2010-07-23,86.17,37.04,69.31
2010-07-26,87.32,37.73,69.99
2010-07-27,86.8,37.28,69.18
2010-07-28,86.69,36.87,69.72
2010-07-29,86.34,36.75,69.4
2010-07-30,85.54,37.41,69.75
2010-08-02,87.41,37.42,71.05
2010-08-03,87.21,37.57,70.37
2010-08-04,88,37.39,71.12
2010-08-05,87.72,37.16,71.96
2010-08-06,87.29,37.39,71.56
2010-08-09,88.03,37.06,72.07
2010-08-10,87.11,35.74,71.42
2010-08-11,84.1,35.97,68.71
2010-08-12,84.01,35.59,67.5
2010-08-13,84.01,35.38,68.01
2010-08-16,83.43,36,68.49
2010-08-17,84.09,36.15,69.74
2010-08-18,83.61,35.7,69.75
2010-08-19,81.81,35.66,69.29
2010-08-20,80.66,35.11,68.86
2010-08-23,81.08,34.28,66.84
2010-08-24,80.45,34.7,65.04
2010-08-25,80.75,34.33,64.7
2010-08-26,79.78,34.52,63.95
2010-08-27,81,34.64,65.9
2010-08-30,79.65,34.73,64.47
2010-08-31,78.57,35.76,65.16
2010-09-01,81.01,36.02,68.16
2010-09-02,81.87,36.97,68.54
2010-09-03,83.48,36.83,70.08
2010-09-07,82.14,37.56,69.7
2010-09-08,82.75,37.58,70.74
2010-09-09,82.96,37.63,70.64
2010-09-10,83.94,38.15,71.26
2010-09-13,84.86,38.29,72.24
2010-09-14,84.63,38.6,71.83
2010-09-15,84.58,39.51,72.13
2010-09-16,84.95,39.34,72
2010-09-17,86.07,40.46,73.18
2010-09-20,87.41,40.54,74.75
2010-09-21,86.55,41.11,76.39
2010-09-22,86.63,41.27,76.18
2010-09-23,85.53,41.76,76.26
2010-09-24,86.96,41.6,79.73
2010-09-27,86.19,40.98,79.54
2010-09-28,87.04,41.05,79.67
2010-09-29,87.17,40.54,79.99
2010-09-30,86.71,40.36,78.68
2010-10-01,87.62,39.81,78.22
2010-10-04,86.7,41.28,77.27
2010-10-05,88.86,41.31,79.4
2010-10-06,89.89,41.32,79.08
2010-10-07,88.9,42.01,78.74
2010-10-08,89.16,42.19,80.37
2010-10-11,88.25,42.65,79.98
2010-10-12,88.15,42.88,79.34
2010-10-13,89.14,43.19,80.29
2010-10-14,89.07,44.96,79.91
2010-10-15,89.14,45.43,79.75
2010-10-18,89.66,44.21,80.24
2010-10-19,88.55,44.36,78.55
2010-10-20,89.47,44.22,80.32
2010-10-21,90.55,43.92,78.89
2010-10-22,90.44,44.12,78.33
2010-10-25,90.9,44.01,79.05
2010-10-26,90.47,43.98,78.65
2010-10-27,90.37,43.61,78.22
2010-10-28,85.07,43,77.74
2010-10-29,84.22,43.45,78.6
2010-11-01,83.98,44.19,79.27
2010-11-02,84.8,44.69,79.75
2010-11-03,85.3,45.47,79.88
2010-11-04,87.04,45.3,83.18
2010-11-05,86.34,45.52,83.54
2010-11-08,85.86,45.15,83.12
2010-11-09,85.3,45.43,81.91
2010-11-10,86.25,45.24,82.46
2010-11-11,86.5,44,82.44
2010-11-12,86.24,43.86,81.04
2010-11-15,86.2,43.08,81.82
2010-11-16,84.24,42.93,80.37
2010-11-17,83.95,44.06,81.17
2010-11-18,85.55,43.82,83.11
2010-11-19,85.01,44.77,83.97
2010-11-22,84.9,44.1,84
2010-11-23,83.59,44.97,82.63
2010-11-24,84.66,45,84.69
2010-11-26,84.4,45.27,84.13
2010-11-29,84.22,44.45,83.67
2010-11-30,83.98,45.2,84.6
2010-12-01,86.05,45.45,87.45
2010-12-02,86.51,45.35,88.62
2010-12-03,86.94,45.74,89.38
2010-12-06,86.88,45.46,89.2
2010-12-07,84.19,45.86,90.35
2010-12-08,84.68,45.68,89.62
2010-12-09,84.11,45.79,89.67
2010-12-10,84.32,45.95,89.94
2010-12-13,85.3,45.76,91.63
2010-12-14,85.84,45.77,92.09
2010-12-15,85.81,45.89,93.12
2010-12-16,86.4,45.8,93.2
2010-12-17,86.37,46.03,92.59
2010-12-20,87.34,46.32,93.3
2010-12-21,86.53,46.45,94.63
2010-12-22,86.72,46.23,94.57
2010-12-23,86.47,46.38,94.45
2010-12-27,87.01,46.5,94.07
2010-12-28,86.74,46.47,93.69
2010-12-29,86.76,46.24,93.78
2010-12-30,86.54,46.08,93.87
2010-12-31,86.3,47.08,93.66
2011-01-03,86.79,47.33,94.15
2011-01-04,86.67,47.71,93.71
2011-01-05,86.67,47.68,94.52
2011-01-06,86.14,48.02,93.54
2011-01-07,86.23,48.92,93.73
2011-01-10,87.15,48.81,93.39
2011-01-11,87.74,49.2,93.95
2011-01-12,88.66,49.38,93.49
2011-01-13,88.04,49.78,94.14
2011-01-14,88.1,48.66,94.01
2011-01-18,88.14,48.41,96.23
2011-01-19,87.96,47.53,95.54
2011-01-20,88.04,46.67,93.61
2011-01-21,89.29,48.21,92.75
2011-01-24,90.32,48.77,94.57
2011-01-25,88.5,49.12,94.39
2011-01-26,89.57,49.03,95.75
2011-01-27,89.19,48.01,96.63
2011-01-28,87.44,48.47,95.68
2011-01-31,87.92,49.29,97.01
2011-02-01,87.79,49.19,98.01
2011-02-02,87.75,49.06,99.09
2011-02-03,87.95,49.5,98.93
2011-02-04,88.29,50.27,99.59
2011-02-07,88.79,50.74,100.47
2011-02-08,89.47,51.17,100.61
2011-02-09,90.78,50.65,99.79
2011-02-10,90.46,50.98,100.6
2011-02-11,91.8,51.31,103.54
2011-02-14,91.9,51.41,103.26
2011-02-15,92,51.88,103
2011-02-16,92.33,51.19,103.55
2011-02-17,92.73,50.08,103.36
2011-02-18,92.96,48.37,105.86
2011-02-22,92,48.95,102.01
2011-02-23,90.26,48.98,100.02
2011-02-24,90.03,49.74,100.57
2011-02-25,90.25,50.46,102
2011-02-28,92.23,49.9,102.93
2011-03-01,90.46,50.3,99.86
2011-03-02,91.32,51.37,100.97
2011-03-03,92.81,51.43,104.25
2011-03-04,92.19,50.77,103.04
2011-03-07,92.4,50.82,102.13
2011-03-08,93.75,50.35,104.13
2011-03-09,93.17,49.52,102.36
2011-03-10,90.01,50.28,98.39
2011-03-11,91.61,50.51,100.02
2011-03-14,91.02,49.35,102.1
2011-03-15,89.5,47.14,100.75
2011-03-16,87.55,47.81,100.4
2011-03-17,88.69,47.24,103.12
2011-03-18,88.98,48.47,105.06
2011-03-21,90.95,48.74,107.59
2011-03-22,90.7,48.46,106.79
2011-03-23,92.14,49.28,106.76
2011-03-24,92.58,50.22,108.37
2011-03-25,92.27,50.06,109.09
2011-03-28,92.12,50.14,109.4
2011-03-29,92.84,49.8,110.54
2011-03-30,92.47,49.79,111.53
2011-03-31,93.5,49.22,111.35
2011-04-01,93.13,48.74,113.12
2011-04-04,93.64,48.41,113.38
2011-04-05,93.39,48.29,112.31
2011-04-06,93.82,48.3,111
2011-04-07,93.19,47.87,109.85
2011-04-08,93.22,47.26,109.82
2011-04-11,93.8,47.49,109.07
2011-04-12,92.37,48.02,106.57
2011-04-13,92.86,47.49,107.63
2011-04-14,92.94,46.78,107.58
2011-04-15,92.82,47.41,107.21
2011-04-18,91.45,48.27,103.9
2011-04-19,91.86,48.92,106.1
2011-04-20,93.76,50.1,108.28
2011-04-21,93.92,50.43,109.42
2011-04-25,94.12,50.06,108.85
2011-04-26,95.94,50.02,111.94
2011-04-27,96.47,49.54,112.61
2011-04-28,97.23,50.02,112.64
2011-04-29,97.21,49.47,115.41
2011-05-02,96.92,49.74,114.37
2011-05-03,96.83,49.94,113.27
2011-05-04,96.2,49.54,110.77
2011-05-05,94.92,49.52,109.39
2011-05-06,95.6,49.66,110.34
2011-05-09,95.99,49.92,111.66
2011-05-10,95.71,49.6,112.87
2011-05-11,95.52,49.51,109.98
2011-05-12,96.65,48.64,108.63
2011-05-13,96.01,47.61,106.33
2011-05-16,95.46,48.02,106.09
2011-05-17,93.86,48.55,102.08
2011-05-18,93.94,48.65,105.25
2011-05-19,94.71,47.89,105.3
2011-05-20,93.56,47.77,104.33
2011-05-23,92.49,47.46,101.89
2011-05-24,91.97,48.11,101.55
2011-05-25,92.69,47.86,103.25
2011-05-26,92.82,48.2,104.19
2011-05-27,93.47,49.69,104.6
2011-05-31,94.38,49.36,105.8
2011-06-01,91.44,49.44,101.24
2011-06-02,91.46,49.06,102.19
2011-06-03,90.7,48.29,101.1
2011-06-06,90.62,47.43,99.86
2011-06-07,90.85,47.46,99.88
2011-06-08,90.91,47.36,98.04
2011-06-09,91.96,46.56,99.26
2011-06-10,90.73,46.66,96.79
2011-06-13,91.3,47.49,95.44
2011-06-14,92.59,46.68,97.86
2011-06-15,91.03,46.45,95.65
2011-06-16,91.58,45.75,95.46
2011-06-17,91.78,45.05,95.95
2011-06-20,92.56,46.47,98.18
2011-06-21,93.43,46.09,101.39
2011-06-22,92.8,47.32,100.15
2011-06-23,92.34,46.62,100.55
2011-06-24,90.89,47.43,100.01
2011-06-27,92.25,47.89,100.8
2011-06-28,93.02,47.72,103.84
2011-06-29,93.11,47.95,103.36
2011-06-30,94.85,49.04,106.46
2011-07-01,96.67,49.92,108.62
2011-07-05,96.14,50.25,108.43
2011-07-06,97.24,51.03,110.08
2011-07-07,97.97,51.39,111.63
2011-07-08,97.62,50.57,110.41
2011-07-11,96.56,50.54,108.16
2011-07-12,95.88,51.15,106.93
2011-07-13,96.19,51.11,108.64
2011-07-14,94.98,52.13,107.58
2011-07-15,95.47,53.4,109.36
2011-07-18,94.6,53.84,107.8
2011-07-19,94.27,55.27,109.64
2011-07-20,94.25,55.33,110.31
2011-07-21,95.84,56.19,111.6
2011-07-22,95.38,56.93,105.15
2011-07-25,95.07,57.63,105.66
2011-07-26,89.93,56.08,105.2
2011-07-27,88.08,55.97,101.34
2011-07-28,87.57,55.78,99.64
2011-07-29,87.14,56.68,98.79
2011-08-01,86.77,55.46,100.72
2011-08-02,85.27,56.08,97.18
2011-08-03,86.18,53.91,96.28
2011-08-04,82.23,53.37,89.55
2011-08-05,82.75,50.46,90.99
2011-08-08,78.59,53.43,82.6
2011-08-09,82.69,51.96,87.48
2011-08-10,78.23,53.39,83.51
2011-08-11,81.22,53.86,87.25
2011-08-12,82.54,54.77,89.81
2011-08-15,83.31,54.35,91.37
2011-08-16,82.13,54.35,89.35
2011-08-17,80.93,52.29,87.64
2011-08-18,77.42,50.86,83.33
2011-08-19,76.87,50.92,79.97
2011-08-22,76.95,53.37,79.89
2011-08-23,79.67,53.74,82.98
2011-08-24,80.29,53.39,85.4
2011-08-25,78.19,54.8,83.25
2011-08-26,80.01,55.71,85.16
2011-08-29,82.1,55.71,88.15
2011-08-30,82.07,54.98,89.83
2011-08-31,82.98,54.43,91
2011-09-01,81.61,53.44,88.55
2011-09-02,79.35,54.25,85.38
2011-09-06,78.08,54.85,85.7
2011-09-07,80.57,54.88,88.69
2011-09-08,79.26,53.93,87.04
2011-09-09,76.65,54.28,83.96
2011-09-12,78.22,54.95,83.87
2011-09-13,77.81,55.61,85.02
2011-09-14,79.44,56.14,85.45
2011-09-15,80.63,57.21,86.6
2011-09-16,80.53,58.8,85.9
2011-09-19,79.21,59.06,84.6
2011-09-20,79.21,58.88,83.66
2011-09-21,76.34,57.4,79.36
2011-09-22,72.9,57.76,73.9
2011-09-23,73.99,57.6,73.86
2011-09-26,75.19,57.04,76.85
2011-09-27,76.28,56.72,77.67
2011-09-28,73.6,55.8,75.08
2011-09-29,74.53,54.47,75.39
2011-09-30,71.79,53.51,73.84
2011-10-03,70.93,53.21,70.55
2011-10-04,72.01,54.04,72.54
2011-10-05,72.53,53.91,74.26
2011-10-06,74.65,52.83,77.09
2011-10-07,73.82,55.54,75.52
2011-10-10,76.72,57.18,79.13
2011-10-11,76.42,57.46,80.66
2011-10-12,78.36,58.35,81.7
2011-10-13,77.8,60.29,81.44
2011-10-14,78.89,60,84.09
2011-10-17,75.88,60.32,81.52
2011-10-18,78.36,56.95,84.72
2011-10-19,77.7,56.47,83.56
2011-10-20,78.68,56.12,84.26
2011-10-21,80.48,57.97,87.39
2011-10-24,82.18,56.82,91.77
2011-10-25,77.04,57.23,89.89
2011-10-26,77.02,57.81,91.57
2011-10-27,81.41,57.85,96.27
2011-10-28,81,57.83,96.85
2011-10-31,79.02,56.64,94.46
2011-11-01,76.53,56.77,91.63
2011-11-02,78.06,57.58,93.94
2011-11-03,79.64,57.18,96
2011-11-04,79.3,57.1,95.74
2011-11-07,79.69,58.03,95
2011-11-08,81.83,56.47,95.89
2011-11-09,79,55.03,91.64
